index,blockTime,tickCumulative,secondsPerLiquidityCumulativeX128,initialized
170,1711093463,-5006402764654,12273806517701802830973121,true
171,1711093583,-5006409574414,12273806567731260471608441,true
172,1711094147,-5006441578030,12273806802869711382594446,true
173,1711094183,-5006443620382,12273806817878548674785042,true
174,1711096511,-5006575678510,12273807788450026903110256,true
175,1711096703,-5006586570862,12273807868497159128126768,true
176,1711096751,-5006589294334,12273807888508942184380896,true
177,1711096931,-5006599508974,12273807963553128645333876,true
178,1711098191,-5006671026574,12273808488862433872004739,true
179,1711098215,-5006672388598,12273808498868325400131803,true
180,1711098227,-5006673069562,12273808503871271164195335,true
181,1711098251,-5006674431106,12273808513877162692322399,true
182,1711098275,-5006675792458,12273808523883054220449463,true
