time,price,timeRange(seconds)
2024-02-22T01:51:47Z[UTC],7.37,2172
2024-02-22T02:11:23Z[UTC],7.33,1176
2024-02-22T02:56:11Z[UTC],7.35,2688
2024-02-22T05:23:11Z[UTC],7.33,8820
2024-02-22T06:27:11Z[UTC],7.33,3840
2024-02-22T06:33:35Z[UTC],7.33,4224
2024-02-22T06:41:23Z[UTC],7.34,4692
2024-02-22T06:48:35Z[UTC],7.38,900
2024-02-22T06:52:23Z[UTC],7.39,1128
2024-02-22T08:14:47Z[UTC],7.45,4944
2024-02-22T09:43:47Z[UTC],7.47,5340
2024-02-22T10:40:23Z[UTC],7.49,3396
2024-02-22T10:47:35Z[UTC],7.49,3828
2024-02-22T12:37:47Z[UTC],7.44,6612
2024-02-22T12:40:47Z[UTC],7.44,6792
2024-02-22T13:15:59Z[UTC],7.41,2112
2024-02-22T13:17:47Z[UTC],7.41,2220
2024-02-22T13:44:59Z[UTC],7.35,1632
2024-02-22T13:46:11Z[UTC],7.35,1704
2024-02-22T14:13:35Z[UTC],7.29,1644
2024-02-22T14:35:59Z[UTC],7.32,1344
2024-02-22T15:32:23Z[UTC],7.35,3384
2024-02-22T15:32:47Z[UTC],7.35,3408
2024-02-22T18:41:23Z[UTC],7.40,11316
2024-02-22T18:49:35Z[UTC],7.40,11808
2024-02-22T19:09:47Z[UTC],7.46,1212
2024-02-22T19:49:59Z[UTC],7.47,2412
2024-02-22T21:36:47Z[UTC],7.47,6408
2024-02-22T22:28:35Z[UTC],7.44,3108
2024-02-23T02:32:11Z[UTC],7.38,14616
2024-02-23T02:53:11Z[UTC],7.35,1260
2024-02-23T03:02:11Z[UTC],7.34,1800
2024-02-23T03:42:35Z[UTC],7.29,2424
2024-02-23T03:56:47Z[UTC],7.28,3276
2024-02-23T03:57:23Z[UTC],7.28,3312
2024-02-23T03:57:59Z[UTC],7.25,924
2024-02-23T04:20:35Z[UTC],7.12,1356
2024-02-23T04:33:23Z[UTC],7.13,2124
2024-02-23T04:50:35Z[UTC],7.16,1032
2024-02-23T05:18:59Z[UTC],7.18,1704
2024-02-23T05:21:11Z[UTC],7.18,1836
2024-02-23T05:32:47Z[UTC],7.16,2532
2024-02-23T05:55:59Z[UTC],7.08,1392
2024-02-23T06:31:59Z[UTC],7.10,2160
2024-02-23T08:31:59Z[UTC],7.12,7200
2024-02-23T08:37:23Z[UTC],7.12,7524
2024-02-23T09:30:11Z[UTC],7.07,3168
2024-02-23T10:25:23Z[UTC],7.09,3312
2024-02-23T11:36:59Z[UTC],7.11,4296
2024-02-23T12:52:35Z[UTC],7.10,4536
2024-02-23T13:53:23Z[UTC],7.13,3648
2024-02-23T14:20:35Z[UTC],7.16,1632
2024-02-23T14:20:47Z[UTC],7.16,1644
2024-02-23T14:20:59Z[UTC],7.16,1656
2024-02-23T14:21:47Z[UTC],7.16,1704
2024-02-23T14:21:59Z[UTC],7.16,1716
2024-02-23T14:22:23Z[UTC],7.17,1740
2024-02-23T14:22:35Z[UTC],7.17,1752
2024-02-23T14:22:59Z[UTC],7.17,1776
2024-02-23T14:23:23Z[UTC],7.18,1800
2024-02-23T14:23:35Z[UTC],7.18,1812
2024-02-23T14:23:47Z[UTC],7.18,1824
2024-02-23T14:23:59Z[UTC],7.18,1836
2024-02-23T14:24:23Z[UTC],7.19,1860
2024-02-23T14:24:35Z[UTC],7.19,1872
2024-02-23T14:24:47Z[UTC],7.20,1884
2024-02-23T14:25:11Z[UTC],7.20,1908
2024-02-23T14:25:23Z[UTC],7.21,1920
2024-02-23T14:25:35Z[UTC],7.21,1932
2024-02-23T14:25:47Z[UTC],7.22,1944
2024-02-23T14:25:59Z[UTC],7.22,1956
2024-02-23T14:26:11Z[UTC],7.23,1968
2024-02-23T14:26:59Z[UTC],7.24,2016
2024-02-23T14:27:23Z[UTC],7.25,2040
2024-02-23T14:27:47Z[UTC],7.26,2064
2024-02-23T14:28:11Z[UTC],7.27,2088
2024-02-23T14:28:23Z[UTC],7.28,2100
2024-02-23T14:28:35Z[UTC],7.28,2112
2024-02-23T14:28:59Z[UTC],7.30,2136
2024-02-23T14:29:11Z[UTC],7.30,2148
2024-02-23T14:29:23Z[UTC],7.31,2160
2024-02-23T14:30:11Z[UTC],7.35,2208
2024-02-23T14:30:23Z[UTC],7.35,2220
2024-02-23T14:30:35Z[UTC],7.36,2232
2024-02-23T14:30:47Z[UTC],7.37,2244
2024-02-23T14:30:59Z[UTC],7.38,2256
2024-02-23T14:31:11Z[UTC],7.39,2268
2024-02-23T14:31:23Z[UTC],7.40,2280
2024-02-23T14:31:47Z[UTC],7.41,2304
2024-02-23T14:32:23Z[UTC],7.43,2340
2024-02-23T14:32:35Z[UTC],7.44,2352
2024-02-23T14:33:11Z[UTC],7.46,2388
2024-02-23T14:33:35Z[UTC],7.47,2412
2024-02-23T14:33:47Z[UTC],7.48,2424
2024-02-23T14:33:59Z[UTC],7.49,2436
2024-02-23T14:34:11Z[UTC],7.50,2448
2024-02-23T14:34:23Z[UTC],7.50,2460
2024-02-23T14:34:35Z[UTC],7.51,2472
2024-02-23T14:34:47Z[UTC],7.52,2484
2024-02-23T14:34:59Z[UTC],7.53,2496
2024-02-23T14:35:11Z[UTC],7.54,2508
2024-02-23T14:35:23Z[UTC],7.55,2520
2024-02-23T14:35:35Z[UTC],8.34,900
2024-02-23T14:35:47Z[UTC],8.38,900
2024-02-23T14:35:59Z[UTC],8.41,900
2024-02-23T14:36:35Z[UTC],8.47,936
2024-02-23T14:37:11Z[UTC],8.60,912
2024-02-23T14:37:23Z[UTC],8.66,900
2024-02-23T14:37:35Z[UTC],8.69,900
2024-02-23T14:37:47Z[UTC],8.71,912
2024-02-23T14:38:11Z[UTC],8.78,912
2024-02-23T14:38:23Z[UTC],8.83,900
2024-02-23T14:38:35Z[UTC],8.87,900
2024-02-23T14:38:47Z[UTC],8.90,900
2024-02-23T14:39:11Z[UTC],8.96,912
2024-02-23T14:39:23Z[UTC],9.02,900
2024-02-23T14:39:35Z[UTC],9.05,900
2024-02-23T14:39:47Z[UTC],9.09,900
2024-02-23T14:39:59Z[UTC],9.10,912
2024-02-23T14:40:23Z[UTC],9.18,900
2024-02-23T14:40:35Z[UTC],9.21,900
2024-02-23T14:40:47Z[UTC],9.24,900
2024-02-23T14:40:59Z[UTC],9.27,900
2024-02-23T14:41:11Z[UTC],9.30,900
2024-02-23T14:41:23Z[UTC],9.31,912
2024-02-23T14:43:35Z[UTC],9.66,900
2024-02-23T14:43:47Z[UTC],9.67,912
2024-02-23T14:43:59Z[UTC],9.71,900
2024-02-23T14:44:23Z[UTC],9.75,900
2024-02-23T14:45:23Z[UTC],9.83,900
2024-02-23T14:45:35Z[UTC],9.85,900
2024-02-23T14:45:59Z[UTC],9.88,900
2024-02-23T14:46:35Z[UTC],9.92,912
2024-02-23T14:47:47Z[UTC],10.04,912
2024-02-23T14:48:11Z[UTC],10.10,900
2024-02-23T14:48:23Z[UTC],10.11,912
2024-02-23T14:48:35Z[UTC],10.15,900
2024-02-23T14:48:47Z[UTC],10.17,900
2024-02-23T14:48:59Z[UTC],10.19,900
2024-02-23T14:49:11Z[UTC],10.21,900
2024-02-23T14:49:23Z[UTC],10.22,900
2024-02-23T14:49:35Z[UTC],10.24,900
2024-02-23T14:49:47Z[UTC],10.26,900
2024-02-23T14:50:11Z[UTC],10.28,900
2024-02-23T14:50:23Z[UTC],10.29,900
2024-02-23T14:50:35Z[UTC],10.30,900
2024-02-23T14:50:59Z[UTC],10.32,900
2024-02-23T14:51:11Z[UTC],10.33,912
2024-02-23T14:51:23Z[UTC],10.33,924
2024-02-23T14:51:35Z[UTC],10.36,900
2024-02-23T14:52:11Z[UTC],10.40,900
2024-02-23T14:52:47Z[UTC],10.43,900
2024-02-23T14:52:59Z[UTC],10.44,912
2024-02-23T14:53:11Z[UTC],10.45,900
2024-02-23T14:53:35Z[UTC],10.47,900
2024-02-23T14:53:47Z[UTC],10.47,900
2024-02-23T14:54:59Z[UTC],10.51,900
2024-02-23T14:55:11Z[UTC],10.52,912
2024-02-23T14:55:23Z[UTC],10.53,900
2024-02-23T14:56:11Z[UTC],10.57,900
2024-02-23T14:56:23Z[UTC],10.58,900
2024-02-23T14:56:35Z[UTC],10.59,912
2024-02-23T14:56:47Z[UTC],10.60,924
2024-02-23T14:57:47Z[UTC],10.63,984
2024-02-23T14:58:11Z[UTC],10.64,1008
2024-02-23T14:59:35Z[UTC],10.74,912
2024-02-23T14:59:59Z[UTC],10.75,936
2024-02-23T15:00:35Z[UTC],10.81,900
2024-02-23T15:00:59Z[UTC],10.83,900
2024-02-23T15:01:23Z[UTC],10.83,924
2024-02-23T15:01:47Z[UTC],10.85,912
2024-02-23T15:02:11Z[UTC],10.85,936
2024-02-23T15:02:23Z[UTC],10.85,948
2024-02-23T15:02:35Z[UTC],10.85,960
2024-02-23T15:02:47Z[UTC],10.89,900
2024-02-23T15:03:47Z[UTC],10.91,900
2024-02-23T15:04:47Z[UTC],10.93,900
2024-02-23T15:04:59Z[UTC],10.93,912
2024-02-23T15:05:47Z[UTC],10.93,912
2024-02-23T15:05:59Z[UTC],10.94,900
2024-02-23T15:06:11Z[UTC],10.95,900
2024-02-23T15:07:35Z[UTC],10.95,924
2024-02-23T15:07:47Z[UTC],10.95,900
2024-02-23T15:08:35Z[UTC],10.96,900
2024-02-23T15:08:59Z[UTC],10.96,912
2024-02-23T15:09:11Z[UTC],10.96,924
2024-02-23T15:09:47Z[UTC],10.97,960
2024-02-23T15:09:59Z[UTC],10.99,900
2024-02-23T15:10:23Z[UTC],11.00,900
2024-02-23T15:12:35Z[UTC],11.01,948
2024-02-23T15:13:11Z[UTC],11.00,900
2024-02-23T15:13:47Z[UTC],11.00,936
2024-02-23T15:13:59Z[UTC],11.00,948
2024-02-23T15:15:59Z[UTC],10.98,900
2024-02-23T15:16:47Z[UTC],10.98,900
2024-02-23T15:16:59Z[UTC],10.98,912
2024-02-23T15:17:11Z[UTC],10.99,900
2024-02-23T15:17:23Z[UTC],10.99,900
2024-02-23T15:19:35Z[UTC],11.00,948
2024-02-23T15:19:47Z[UTC],11.01,900
2024-02-23T15:20:11Z[UTC],11.02,912
2024-02-23T15:20:23Z[UTC],11.02,924
2024-02-23T15:20:47Z[UTC],11.04,900
2024-02-23T15:20:59Z[UTC],11.05,900
2024-02-23T15:21:47Z[UTC],11.07,936
2024-02-23T15:21:59Z[UTC],11.08,948
2024-02-23T15:22:23Z[UTC],11.09,972
2024-02-23T15:22:35Z[UTC],11.11,900
2024-02-23T15:22:47Z[UTC],11.12,900
2024-02-23T15:22:59Z[UTC],11.12,912
2024-02-23T15:23:11Z[UTC],11.13,924
2024-02-23T15:23:47Z[UTC],11.17,912
2024-02-23T15:24:47Z[UTC],11.22,900
2024-02-23T15:25:23Z[UTC],11.24,900
2024-02-23T15:25:35Z[UTC],11.25,912
2024-02-23T15:25:47Z[UTC],11.26,924
2024-02-23T15:26:35Z[UTC],11.28,972
2024-02-23T15:26:47Z[UTC],11.29,984
2024-02-23T15:27:23Z[UTC],11.31,1020
2024-02-23T15:27:47Z[UTC],11.36,912
2024-02-23T15:27:59Z[UTC],11.36,924
2024-02-23T15:28:11Z[UTC],11.38,900
2024-02-23T15:28:23Z[UTC],11.39,912
2024-02-23T15:28:35Z[UTC],11.40,924
2024-02-23T15:28:47Z[UTC],11.43,900
2024-02-23T15:28:59Z[UTC],11.45,900
2024-02-23T15:29:11Z[UTC],11.46,912
2024-02-23T15:29:23Z[UTC],11.47,924
2024-02-23T15:29:35Z[UTC],11.48,936
2024-02-23T15:30:11Z[UTC],11.51,972
2024-02-23T15:30:47Z[UTC],11.54,1008
2024-02-23T15:30:59Z[UTC],11.63,900
2024-02-23T15:31:23Z[UTC],11.65,924
2024-02-23T15:31:47Z[UTC],11.71,900
2024-02-23T15:31:59Z[UTC],11.72,900
2024-02-23T15:32:23Z[UTC],11.75,900
2024-02-23T15:32:47Z[UTC],11.76,924
2024-02-23T15:33:11Z[UTC],11.78,948
2024-02-23T15:34:47Z[UTC],11.96,900
2024-02-23T15:35:35Z[UTC],12.00,912
2024-02-23T15:35:59Z[UTC],12.03,900
2024-02-23T15:36:35Z[UTC],12.03,936
2024-02-23T15:37:35Z[UTC],12.09,900
2024-02-23T15:37:47Z[UTC],12.10,900
2024-02-23T15:38:11Z[UTC],12.11,900
2024-02-23T15:38:59Z[UTC],12.12,912
2024-02-23T15:39:23Z[UTC],12.12,936
2024-02-23T15:39:59Z[UTC],12.14,912
2024-02-23T15:40:35Z[UTC],12.16,900
2024-02-23T15:41:11Z[UTC],12.16,924
2024-02-23T15:41:23Z[UTC],12.16,936
2024-02-23T15:42:23Z[UTC],12.19,900
2024-02-23T15:42:59Z[UTC],12.19,900
2024-02-23T15:43:59Z[UTC],12.18,900
2024-02-23T15:44:11Z[UTC],12.18,900
2024-02-23T15:44:23Z[UTC],12.17,900
2024-02-23T15:45:11Z[UTC],12.15,900
2024-02-23T15:45:23Z[UTC],12.14,912
2024-02-23T15:45:35Z[UTC],12.14,924
2024-02-23T15:45:47Z[UTC],12.13,900
2024-02-23T15:46:11Z[UTC],12.11,912
2024-02-23T15:46:47Z[UTC],12.08,900
2024-02-23T15:47:11Z[UTC],12.06,912
2024-02-23T15:48:23Z[UTC],12.01,912
2024-02-23T15:48:47Z[UTC],12.00,936
2024-02-23T15:48:59Z[UTC],12.00,948
2024-02-23T15:49:11Z[UTC],12.00,960
2024-02-23T15:50:35Z[UTC],11.91,900
2024-02-23T15:51:35Z[UTC],11.89,900
2024-02-23T15:52:23Z[UTC],11.88,948
2024-02-23T15:52:35Z[UTC],11.87,900
2024-02-23T15:53:23Z[UTC],11.86,912
2024-02-23T15:54:11Z[UTC],11.85,912
2024-02-23T15:55:59Z[UTC],11.81,924
2024-02-23T15:57:23Z[UTC],11.76,900
2024-02-23T15:58:23Z[UTC],11.74,924
2024-02-23T15:58:35Z[UTC],11.73,936
2024-02-23T15:59:35Z[UTC],11.69,912
2024-02-23T16:00:11Z[UTC],11.67,900
2024-02-23T16:00:35Z[UTC],11.66,900
2024-02-23T16:00:47Z[UTC],11.65,900
2024-02-23T16:01:23Z[UTC],11.64,912
2024-02-23T16:02:23Z[UTC],11.62,912
2024-02-23T16:04:23Z[UTC],11.58,912
2024-02-23T16:06:11Z[UTC],11.53,936
2024-02-23T16:06:35Z[UTC],11.51,900
2024-02-23T16:06:59Z[UTC],11.50,924
2024-02-23T16:07:11Z[UTC],11.50,936
2024-02-23T16:07:59Z[UTC],11.47,924
2024-02-23T16:08:23Z[UTC],11.44,900
2024-02-23T16:08:59Z[UTC],11.44,936
2024-02-23T16:09:11Z[UTC],11.42,900
2024-02-23T16:09:35Z[UTC],11.42,924
2024-02-23T16:10:23Z[UTC],11.42,972
2024-02-23T16:11:47Z[UTC],11.38,948
2024-02-23T16:13:35Z[UTC],11.33,900
2024-02-23T16:15:23Z[UTC],11.33,912
2024-02-23T16:16:23Z[UTC],11.32,900
2024-02-23T16:17:11Z[UTC],11.31,948
2024-02-23T16:17:59Z[UTC],11.29,936
2024-02-23T16:18:23Z[UTC],11.29,960
2024-02-23T16:20:11Z[UTC],11.24,948
2024-02-23T16:20:47Z[UTC],11.23,984
2024-02-23T16:21:11Z[UTC],11.22,900
2024-02-23T16:24:35Z[UTC],11.14,900
2024-02-23T16:24:47Z[UTC],11.13,912
2024-02-23T16:24:59Z[UTC],11.13,924
2024-02-23T16:25:47Z[UTC],11.12,924
2024-02-23T16:25:59Z[UTC],11.12,936
2024-02-23T16:26:11Z[UTC],11.12,948
2024-02-23T16:26:47Z[UTC],11.10,900
2024-02-23T16:27:11Z[UTC],11.10,924
2024-02-23T16:28:23Z[UTC],11.10,996
2024-02-23T16:29:23Z[UTC],11.08,948
2024-02-23T16:30:47Z[UTC],11.06,924
2024-02-23T16:31:23Z[UTC],11.05,900
2024-02-23T16:32:11Z[UTC],11.05,900
2024-02-23T16:34:59Z[UTC],11.05,996
2024-02-23T16:35:11Z[UTC],11.07,900
2024-02-23T16:35:35Z[UTC],11.07,924
2024-02-23T16:36:11Z[UTC],11.09,900
2024-02-23T16:36:23Z[UTC],11.08,912
2024-02-23T16:37:47Z[UTC],11.10,996
2024-02-23T16:38:35Z[UTC],11.11,1044
2024-02-23T16:39:23Z[UTC],11.12,1092
2024-02-23T16:43:11Z[UTC],11.19,960
2024-02-23T16:43:23Z[UTC],11.19,900
2024-02-23T16:43:47Z[UTC],11.19,924
2024-02-23T16:47:23Z[UTC],11.20,912
2024-02-23T16:47:35Z[UTC],11.20,924
2024-02-23T16:48:59Z[UTC],11.20,1008
2024-02-23T16:49:59Z[UTC],11.21,900
2024-02-23T16:50:59Z[UTC],11.22,924
2024-02-23T16:51:35Z[UTC],11.23,912
2024-02-23T16:56:11Z[UTC],11.24,1008
2024-02-23T16:56:23Z[UTC],11.24,1020
2024-02-23T16:57:35Z[UTC],11.25,1092
2024-02-23T16:58:11Z[UTC],11.25,900
2024-02-23T17:02:11Z[UTC],11.28,1104
2024-02-23T17:03:23Z[UTC],11.30,948
2024-02-23T17:05:11Z[UTC],11.33,912
2024-02-23T17:05:23Z[UTC],11.33,924
2024-02-23T17:05:35Z[UTC],11.32,936
2024-02-23T17:09:59Z[UTC],11.31,1104
2024-02-23T17:15:23Z[UTC],11.27,1032
2024-02-23T17:16:59Z[UTC],11.26,1128
2024-02-23T17:17:11Z[UTC],11.23,900
2024-02-23T17:17:59Z[UTC],11.23,948
2024-02-23T17:18:35Z[UTC],11.22,912
2024-02-23T17:21:47Z[UTC],11.20,972
2024-02-23T17:22:23Z[UTC],11.20,1008
2024-02-23T17:23:35Z[UTC],11.19,1080
2024-02-23T17:25:11Z[UTC],11.16,912
2024-02-23T17:26:23Z[UTC],11.15,984
2024-02-23T17:26:59Z[UTC],11.14,1020
2024-02-23T17:28:11Z[UTC],11.13,1092
2024-02-23T17:32:59Z[UTC],11.04,900
2024-02-23T17:33:47Z[UTC],11.03,912
2024-02-23T17:34:11Z[UTC],11.04,936
2024-02-23T17:36:23Z[UTC],11.05,1068
2024-02-23T17:37:23Z[UTC],11.02,900
2024-02-23T17:38:11Z[UTC],11.02,948
2024-02-23T17:38:47Z[UTC],11.02,912
2024-02-23T17:40:23Z[UTC],11.02,912
2024-02-23T17:42:35Z[UTC],11.02,936
2024-02-23T17:51:23Z[UTC],11.03,900
2024-02-23T17:53:11Z[UTC],11.02,900
2024-02-23T17:55:11Z[UTC],11.02,984
2024-02-23T17:55:59Z[UTC],11.02,936
2024-02-23T17:59:11Z[UTC],11.02,996
2024-02-23T17:59:47Z[UTC],11.02,1032
2024-02-23T18:00:23Z[UTC],11.03,1068
2024-02-23T18:01:47Z[UTC],11.03,1152
2024-02-23T18:03:59Z[UTC],11.02,1284
2024-02-23T18:05:59Z[UTC],11.02,1404
2024-02-23T18:06:11Z[UTC],11.02,1416
2024-02-23T18:07:11Z[UTC],10.99,948
2024-02-23T18:08:23Z[UTC],10.97,912
2024-02-23T18:08:35Z[UTC],10.97,924
2024-02-23T18:09:11Z[UTC],10.95,960
2024-02-23T18:10:11Z[UTC],10.92,900
2024-02-23T18:11:35Z[UTC],10.89,936
2024-02-23T18:13:35Z[UTC],10.85,1056
2024-02-23T18:13:47Z[UTC],10.85,1068
2024-02-23T18:14:35Z[UTC],10.81,924
2024-02-23T18:15:47Z[UTC],10.78,924
2024-02-23T18:17:35Z[UTC],10.75,948
2024-02-23T18:18:11Z[UTC],10.75,984
2024-02-23T18:19:47Z[UTC],10.71,948
2024-02-23T18:19:59Z[UTC],10.71,960
2024-02-23T18:23:59Z[UTC],10.65,924
2024-02-23T18:29:59Z[UTC],10.69,924
2024-02-23T18:32:11Z[UTC],10.69,984
2024-02-23T18:38:35Z[UTC],10.70,1116
2024-02-23T18:38:59Z[UTC],10.71,900
2024-02-23T18:42:11Z[UTC],10.70,1092
2024-02-23T18:43:59Z[UTC],10.70,1200
2024-02-23T18:55:59Z[UTC],10.66,1020
2024-02-23T18:59:35Z[UTC],10.67,936
2024-02-23T19:00:35Z[UTC],10.67,996
2024-02-23T19:00:47Z[UTC],10.67,1008
2024-02-23T19:00:59Z[UTC],10.67,1020
2024-02-23T19:05:59Z[UTC],10.73,1320
2024-02-23T19:06:11Z[UTC],10.74,1332
2024-02-23T19:11:23Z[UTC],10.84,924
2024-02-23T19:11:35Z[UTC],10.84,936
2024-02-23T19:14:23Z[UTC],10.86,1104
2024-02-23T19:16:35Z[UTC],10.92,936
2024-02-23T19:17:11Z[UTC],10.92,972
2024-02-23T19:20:11Z[UTC],10.90,1152
2024-02-23T19:21:11Z[UTC],10.89,900
2024-02-23T19:21:35Z[UTC],10.89,924
2024-02-23T19:26:59Z[UTC],10.93,924
2024-02-23T19:29:11Z[UTC],10.95,1056
2024-02-23T19:30:23Z[UTC],10.96,960
2024-02-23T19:33:35Z[UTC],10.97,984
2024-02-23T19:41:47Z[UTC],11.01,1212
2024-02-23T19:41:59Z[UTC],11.01,900
2024-02-23T19:46:23Z[UTC],10.99,960
2024-02-23T19:55:11Z[UTC],10.96,1296
2024-02-23T19:57:59Z[UTC],10.94,960
2024-02-23T20:01:23Z[UTC],10.94,900
2024-02-23T20:08:11Z[UTC],10.95,1308
2024-02-23T20:11:23Z[UTC],10.96,972
2024-02-23T20:13:35Z[UTC],10.96,936
2024-02-23T20:23:23Z[UTC],11.01,912
2024-02-23T20:35:23Z[UTC],11.03,1308
2024-02-23T20:36:47Z[UTC],11.03,1392
2024-02-23T20:41:47Z[UTC],11.04,1104
2024-02-23T20:42:23Z[UTC],11.04,1140
2024-02-23T20:48:23Z[UTC],11.05,1500
2024-02-23T20:48:47Z[UTC],11.05,1524
2024-02-23T20:50:35Z[UTC],11.09,912
2024-02-23T20:50:47Z[UTC],11.09,924
2024-02-23T20:51:11Z[UTC],11.09,948
2024-02-23T20:51:59Z[UTC],11.10,912
2024-02-23T20:52:23Z[UTC],11.11,936
2024-02-23T20:54:11Z[UTC],11.13,1044
2024-02-23T20:55:35Z[UTC],11.14,1128
2024-02-23T20:57:47Z[UTC],11.17,924
2024-02-23T21:04:35Z[UTC],11.26,948
2024-02-23T21:13:11Z[UTC],11.28,924
2024-02-23T21:17:47Z[UTC],11.28,1200
2024-02-23T21:21:47Z[UTC],11.26,1032
2024-02-23T21:26:11Z[UTC],11.26,1296
2024-02-23T21:29:23Z[UTC],11.27,972
2024-02-23T21:29:35Z[UTC],11.27,984
2024-02-23T21:33:47Z[UTC],11.30,960
2024-02-23T21:37:59Z[UTC],11.34,972
2024-02-23T21:49:23Z[UTC],11.35,936
2024-02-23T21:49:47Z[UTC],11.35,960
2024-02-23T21:51:47Z[UTC],11.34,1080
2024-02-23T22:01:11Z[UTC],11.28,1392
2024-02-23T22:03:23Z[UTC],11.28,1524
2024-02-23T22:06:59Z[UTC],11.23,912
2024-02-23T22:08:11Z[UTC],11.23,984
2024-02-23T22:14:11Z[UTC],11.25,1344
2024-02-23T22:32:11Z[UTC],11.26,1080
2024-02-23T22:32:59Z[UTC],11.26,1128
2024-02-23T22:33:11Z[UTC],11.26,1140
2024-02-23T22:33:47Z[UTC],11.25,1176
2024-02-23T22:34:35Z[UTC],11.24,1224
2024-02-23T22:35:47Z[UTC],11.23,1296
2024-02-23T22:43:35Z[UTC],11.18,1764
2024-02-23T22:47:59Z[UTC],11.02,900
2024-02-23T22:49:11Z[UTC],11.01,924
2024-02-23T22:54:59Z[UTC],11.03,1152
2024-02-23T22:59:23Z[UTC],11.02,948
2024-02-23T23:04:11Z[UTC],11.05,900
2024-02-23T23:16:11Z[UTC],11.02,1008
2024-02-23T23:19:23Z[UTC],11.00,912
2024-02-23T23:21:11Z[UTC],11.00,1020
2024-02-23T23:21:47Z[UTC],11.00,1056
2024-02-23T23:23:59Z[UTC],11.02,1188
2024-02-23T23:24:11Z[UTC],11.02,1200
2024-02-23T23:25:35Z[UTC],11.03,1284
2024-02-23T23:28:59Z[UTC],11.05,1488
2024-02-23T23:29:23Z[UTC],11.06,1512
2024-02-23T23:36:23Z[UTC],11.26,912
2024-02-23T23:43:11Z[UTC],11.32,1056
2024-02-23T23:45:47Z[UTC],11.34,984
2024-02-23T23:49:35Z[UTC],11.34,1212
2024-02-23T23:53:59Z[UTC],11.32,1056
2024-02-23T23:54:35Z[UTC],11.32,1092
2024-02-24T00:03:59Z[UTC],11.35,1092
2024-02-24T00:05:59Z[UTC],11.35,984
2024-02-24T00:08:47Z[UTC],11.34,1152
2024-02-24T00:09:23Z[UTC],11.34,924
2024-02-24T00:09:35Z[UTC],11.35,900
2024-02-24T00:09:59Z[UTC],11.35,924
2024-02-24T00:10:35Z[UTC],11.35,960
2024-02-24T00:11:35Z[UTC],11.36,1020
2024-02-24T00:11:59Z[UTC],11.37,1044
2024-02-24T00:12:59Z[UTC],11.38,1104
2024-02-24T00:13:23Z[UTC],11.38,1128
2024-02-24T00:13:59Z[UTC],11.39,1164
2024-02-24T00:15:11Z[UTC],11.41,1236
2024-02-24T00:16:35Z[UTC],11.43,1320
2024-02-24T00:16:47Z[UTC],11.43,1332
2024-02-24T00:17:59Z[UTC],11.45,1404
2024-02-24T00:18:59Z[UTC],11.53,900
2024-02-24T00:19:11Z[UTC],11.53,912
