time,price,timeRange(seconds)
2024-02-24T00:11:35Z[UTC],11.34,2112
2024-02-24T00:11:59Z[UTC],11.35,2136
2024-02-24T00:12:59Z[UTC],11.35,2196
2024-02-24T00:13:23Z[UTC],11.36,1812
2024-02-24T00:13:59Z[UTC],11.37,1848
2024-02-24T00:15:11Z[UTC],11.38,1920
2024-02-24T00:16:35Z[UTC],11.40,1848
2024-02-24T00:16:47Z[UTC],11.40,1860
2024-02-24T00:17:59Z[UTC],11.42,1932
2024-02-24T00:18:59Z[UTC],11.43,1992
2024-02-24T00:19:11Z[UTC],11.43,2004
2024-02-24T00:20:23Z[UTC],11.46,1848
2024-02-24T00:20:47Z[UTC],11.47,1872
2024-02-24T00:21:11Z[UTC],11.47,1896
2024-02-24T00:21:47Z[UTC],11.48,1932
2024-02-24T00:22:23Z[UTC],11.49,1968
2024-02-24T00:23:11Z[UTC],11.49,2016
2024-02-24T00:23:23Z[UTC],11.50,2028
2024-02-24T00:23:35Z[UTC],11.50,2040
2024-02-24T00:24:47Z[UTC],11.54,1812
2024-02-24T00:26:11Z[UTC],11.55,1896
2024-02-24T00:29:59Z[UTC],11.58,2124
2024-02-24T00:30:47Z[UTC],11.59,2172
2024-02-24T00:31:11Z[UTC],11.59,2196
2024-02-24T00:31:23Z[UTC],11.59,2208
2024-02-24T00:34:59Z[UTC],11.68,1860
2024-02-24T00:35:23Z[UTC],11.68,1884
2024-02-24T00:40:23Z[UTC],11.78,1824
2024-02-24T00:41:11Z[UTC],11.79,1836
2024-02-24T00:41:47Z[UTC],11.80,1812
2024-02-24T00:43:35Z[UTC],11.82,1812
2024-02-24T00:44:23Z[UTC],11.82,1824
2024-02-24T00:44:59Z[UTC],11.83,1860
2024-02-24T00:46:11Z[UTC],11.84,1860
2024-02-24T00:47:35Z[UTC],11.86,1848
2024-02-24T00:47:47Z[UTC],11.86,1860
2024-02-24T00:48:47Z[UTC],11.87,1848
2024-02-24T00:48:59Z[UTC],11.88,1800
2024-02-24T00:50:23Z[UTC],11.89,1800
2024-02-24T00:51:35Z[UTC],11.91,1824
2024-02-24T00:51:47Z[UTC],11.91,1800
2024-02-24T00:52:11Z[UTC],11.92,1824
2024-02-24T00:52:23Z[UTC],11.92,1800
2024-02-24T00:53:35Z[UTC],11.95,1800
2024-02-24T00:55:35Z[UTC],11.98,1848
2024-02-24T00:56:11Z[UTC],12.00,1800
2024-02-24T00:56:23Z[UTC],12.00,1812
2024-02-24T00:56:35Z[UTC],12.00,1824
2024-02-24T00:56:47Z[UTC],12.00,1836
2024-02-24T00:57:23Z[UTC],12.01,1872
2024-02-24T00:57:35Z[UTC],12.01,1884
2024-02-24T00:58:47Z[UTC],12.02,1956
2024-02-24T01:01:23Z[UTC],12.08,1800
2024-02-24T01:01:35Z[UTC],12.08,1812
2024-02-24T01:03:47Z[UTC],12.10,1944
2024-02-24T01:05:11Z[UTC],12.16,1812
2024-02-24T01:05:47Z[UTC],12.17,1824
2024-02-24T01:06:11Z[UTC],12.18,1848
2024-02-24T01:06:47Z[UTC],12.18,1884
2024-02-24T01:07:35Z[UTC],12.19,1932
2024-02-24T01:08:23Z[UTC],12.19,1980
2024-02-24T01:08:59Z[UTC],12.19,2016
2024-02-24T01:10:23Z[UTC],12.26,1800
2024-02-24T01:10:47Z[UTC],12.27,1824
2024-02-24T01:12:23Z[UTC],12.29,1836
2024-02-24T01:12:35Z[UTC],12.29,1848
2024-02-24T01:12:47Z[UTC],12.29,1860
2024-02-24T01:13:23Z[UTC],12.29,1896
2024-02-24T01:13:35Z[UTC],12.31,1800
2024-02-24T01:13:47Z[UTC],12.31,1812
2024-02-24T01:15:11Z[UTC],12.31,1812
2024-02-24T01:15:47Z[UTC],12.31,1848
2024-02-24T01:19:11Z[UTC],12.31,1812
2024-02-24T01:20:47Z[UTC],12.30,1824
2024-02-24T01:21:11Z[UTC],12.30,1848
2024-02-24T01:24:11Z[UTC],12.28,1836
2024-02-24T01:24:23Z[UTC],12.28,1848
2024-02-24T01:24:35Z[UTC],12.28,1860
2024-02-24T01:29:11Z[UTC],12.24,1824
2024-02-24T01:29:35Z[UTC],12.24,1848
2024-02-24T01:29:47Z[UTC],12.23,1860
2024-02-24T01:31:47Z[UTC],12.21,1812
2024-02-24T01:31:59Z[UTC],12.21,1824
2024-02-24T01:34:59Z[UTC],12.18,1872
2024-02-24T01:35:47Z[UTC],12.16,1800
2024-02-24T01:37:23Z[UTC],12.15,1836
2024-02-24T01:39:35Z[UTC],12.13,1836
2024-02-24T01:39:47Z[UTC],12.13,1848
2024-02-24T01:41:47Z[UTC],12.11,1860
2024-02-24T01:42:11Z[UTC],12.10,1884
2024-02-24T01:43:47Z[UTC],12.08,1800
2024-02-24T01:43:59Z[UTC],12.07,1812
2024-02-24T01:44:11Z[UTC],12.07,1824
2024-02-24T01:46:23Z[UTC],12.05,1836
2024-02-24T01:47:11Z[UTC],12.05,1884
2024-02-24T01:48:23Z[UTC],12.04,1956
2024-02-24T01:48:35Z[UTC],12.03,1968
2024-02-24T01:51:11Z[UTC],12.00,1800
2024-02-24T01:51:59Z[UTC],12.00,1848
2024-02-24T01:53:35Z[UTC],11.99,1944
2024-02-24T01:58:23Z[UTC],11.95,2028
2024-02-24T01:59:11Z[UTC],11.92,1800
2024-02-24T02:00:47Z[UTC],11.92,1860
2024-02-24T02:02:11Z[UTC],11.91,1812
2024-02-24T02:04:11Z[UTC],11.90,1932
2024-02-24T02:06:11Z[UTC],11.87,1824
2024-02-24T02:06:47Z[UTC],11.87,1860
2024-02-24T02:08:59Z[UTC],11.86,1896
2024-02-24T02:15:59Z[UTC],11.85,1908
2024-02-24T02:16:23Z[UTC],11.86,1800
2024-02-24T02:17:11Z[UTC],11.86,1800
2024-02-24T02:18:23Z[UTC],11.87,1800
2024-02-24T02:18:47Z[UTC],11.88,1812
2024-02-24T02:18:59Z[UTC],11.88,1824
2024-02-24T02:20:23Z[UTC],11.89,1908
2024-02-24T02:22:11Z[UTC],11.91,1812
2024-02-24T02:23:35Z[UTC],11.92,1800
2024-02-24T02:24:59Z[UTC],11.93,1884
2024-02-24T02:25:11Z[UTC],11.94,1896
2024-02-24T02:28:11Z[UTC],11.95,2076
2024-02-24T02:29:59Z[UTC],11.98,1848
2024-02-24T02:30:35Z[UTC],11.98,1884
2024-02-24T02:32:11Z[UTC],12.00,1800
2024-02-24T02:33:35Z[UTC],12.00,1884
2024-02-24T02:38:35Z[UTC],12.03,1908
2024-02-24T02:39:59Z[UTC],12.04,1860
2024-02-24T02:46:11Z[UTC],12.04,1812
2024-02-24T02:46:23Z[UTC],12.04,1800
2024-02-24T02:52:11Z[UTC],12.02,1800
2024-02-24T02:55:47Z[UTC],11.99,1836
2024-02-24T02:55:59Z[UTC],11.99,1848
2024-02-24T02:58:23Z[UTC],11.98,1812
2024-02-24T02:58:47Z[UTC],11.97,1836
2024-02-24T03:00:23Z[UTC],11.97,1824
2024-02-24T03:25:11Z[UTC],12.00,1980
2024-02-24T03:35:35Z[UTC],12.00,2112
2024-02-24T03:43:47Z[UTC],12.00,2604
2024-02-24T03:52:47Z[UTC],12.00,3144
2024-02-24T04:45:59Z[UTC],12.19,3192
2024-02-24T04:51:11Z[UTC],12.17,3504
2024-02-24T05:17:47Z[UTC],12.13,1908
2024-02-24T05:51:59Z[UTC],11.98,2052
2024-02-24T06:16:11Z[UTC],11.96,3504
2024-02-24T06:19:35Z[UTC],11.96,3708
2024-02-24T06:44:23Z[UTC],11.91,3144
2024-02-24T07:28:47Z[UTC],12.04,2664
2024-02-24T07:31:11Z[UTC],12.05,2808
2024-02-24T07:40:59Z[UTC],12.12,3396
2024-02-24T07:41:11Z[UTC],12.12,3408
2024-02-24T07:41:47Z[UTC],12.12,3444
2024-02-24T07:57:35Z[UTC],12.27,4392
2024-02-24T08:06:35Z[UTC],12.64,2124
2024-02-24T08:08:59Z[UTC],12.63,2268
2024-02-24T09:13:11Z[UTC],12.36,3852
2024-02-24T09:29:47Z[UTC],12.35,4848
2024-02-24T09:30:11Z[UTC],12.35,4872
2024-02-24T09:45:23Z[UTC],12.37,1932
2024-02-24T10:01:47Z[UTC],12.44,1896
2024-02-24T11:15:47Z[UTC],12.40,4440
2024-02-24T11:22:23Z[UTC],12.38,4836
2024-02-24T12:12:59Z[UTC],11.99,3036
2024-02-24T12:32:47Z[UTC],12.04,4224
2024-02-24T12:46:47Z[UTC],12.10,2028
2024-02-24T13:04:59Z[UTC],11.90,1932
2024-02-24T13:31:11Z[UTC],11.82,2664
2024-02-24T14:13:11Z[UTC],11.89,2520
2024-02-24T14:13:47Z[UTC],11.89,2556
2024-02-24T14:13:59Z[UTC],11.89,2568
2024-02-24T14:14:11Z[UTC],11.89,2580
2024-02-24T14:14:23Z[UTC],11.89,2592
2024-02-24T14:16:23Z[UTC],11.87,2712
2024-02-24T14:24:11Z[UTC],11.82,3180
2024-02-24T14:25:35Z[UTC],11.82,3264
2024-02-24T14:26:23Z[UTC],11.81,3312
2024-02-24T14:26:35Z[UTC],11.81,3324
2024-02-24T14:29:35Z[UTC],11.79,3504
2024-02-24T14:31:23Z[UTC],11.78,3612
2024-02-24T14:31:59Z[UTC],11.78,3648
2024-02-24T14:32:35Z[UTC],11.77,3684
2024-02-24T14:34:23Z[UTC],11.77,3792
2024-02-24T14:34:47Z[UTC],11.76,3816
2024-02-24T14:35:23Z[UTC],11.76,3852
2024-02-24T14:35:35Z[UTC],11.76,3864
2024-02-24T14:35:59Z[UTC],11.76,3888
2024-02-24T14:36:11Z[UTC],11.76,3900
2024-02-24T14:41:11Z[UTC],11.72,4200
2024-02-24T14:41:59Z[UTC],11.71,4248
2024-02-24T14:43:47Z[UTC],11.43,1800
2024-02-24T14:44:47Z[UTC],11.42,1824
2024-02-24T14:49:35Z[UTC],11.38,1992
2024-02-24T14:49:59Z[UTC],11.38,2016
2024-02-24T14:50:59Z[UTC],11.37,2076
2024-02-24T14:52:35Z[UTC],11.35,2172
2024-02-24T14:54:47Z[UTC],11.28,1836
2024-02-24T14:56:35Z[UTC],11.25,1800
2024-02-24T14:58:35Z[UTC],11.24,1920
2024-02-24T14:59:11Z[UTC],11.24,1956
2024-02-24T14:59:23Z[UTC],11.24,1968
2024-02-24T15:01:35Z[UTC],11.21,1812
2024-02-24T15:05:23Z[UTC],11.19,1800
2024-02-24T15:10:59Z[UTC],11.20,2088
2024-02-24T15:14:11Z[UTC],11.19,1824
2024-02-24T15:14:35Z[UTC],11.19,1848
2024-02-24T15:15:47Z[UTC],11.19,1860
2024-02-24T15:16:35Z[UTC],11.19,1908
2024-02-24T15:24:59Z[UTC],11.22,1812
2024-02-24T15:25:35Z[UTC],11.22,1848
2024-02-24T15:27:35Z[UTC],11.22,1860
2024-02-24T15:29:11Z[UTC],11.22,1800
2024-02-24T15:33:47Z[UTC],11.21,1932
2024-02-24T15:37:59Z[UTC],11.18,1956
2024-02-24T15:39:47Z[UTC],11.17,2064
2024-02-24T15:40:59Z[UTC],11.15,1800
2024-02-24T15:41:23Z[UTC],11.14,1824
2024-02-24T15:41:35Z[UTC],11.14,1836
2024-02-24T15:43:59Z[UTC],11.14,1980
2024-02-24T15:44:11Z[UTC],11.13,1800
2024-02-24T15:44:35Z[UTC],11.13,1800
2024-02-24T15:45:23Z[UTC],11.13,1848
2024-02-24T15:45:59Z[UTC],11.13,1812
2024-02-24T15:47:35Z[UTC],11.13,1860
2024-02-24T15:51:11Z[UTC],11.13,2076
2024-02-24T15:58:11Z[UTC],11.09,1836
2024-02-24T16:02:23Z[UTC],11.09,1992
2024-02-24T16:05:23Z[UTC],11.09,1896
2024-02-24T16:06:11Z[UTC],11.09,1944
2024-02-24T16:07:47Z[UTC],11.10,2040
2024-02-24T16:11:23Z[UTC],11.12,1800
2024-02-24T16:19:23Z[UTC],11.14,1908
2024-02-24T16:22:47Z[UTC],11.14,1896
2024-02-24T16:23:23Z[UTC],11.14,1932
2024-02-24T16:27:23Z[UTC],11.13,2172
2024-02-24T16:31:11Z[UTC],11.13,1980
2024-02-24T16:34:35Z[UTC],11.12,1932
2024-02-24T16:34:47Z[UTC],11.12,1944
2024-02-24T16:38:11Z[UTC],11.12,1824
2024-02-24T16:59:59Z[UTC],11.13,1956
2024-02-24T17:00:11Z[UTC],11.13,1968
2024-02-24T17:01:47Z[UTC],11.15,1836
2024-02-24T17:03:47Z[UTC],11.15,1956
2024-02-24T17:04:23Z[UTC],11.15,1992
2024-02-24T17:08:47Z[UTC],11.17,1836
2024-02-24T17:30:59Z[UTC],11.18,1848
2024-02-24T17:35:47Z[UTC],11.18,1884
2024-02-24T17:36:47Z[UTC],11.18,1944
2024-02-24T17:48:59Z[UTC],11.23,2412
2024-02-24T18:12:11Z[UTC],11.27,2124
2024-02-24T18:19:35Z[UTC],11.25,1836
2024-02-24T18:21:47Z[UTC],11.24,1968
2024-02-24T18:23:11Z[UTC],11.24,2052
2024-02-24T18:27:35Z[UTC],11.23,2316
2024-02-24T18:28:59Z[UTC],11.22,2400
2024-02-24T18:31:59Z[UTC],11.22,2580
2024-02-24T18:45:23Z[UTC],11.15,1992
2024-02-24T18:45:59Z[UTC],11.15,2028
2024-02-24T18:57:47Z[UTC],11.14,1812
2024-02-24T18:58:11Z[UTC],11.14,1836
2024-02-24T19:06:59Z[UTC],11.13,2100
2024-02-24T19:08:23Z[UTC],11.13,2184
2024-02-24T19:23:59Z[UTC],11.12,2280
2024-02-24T19:28:35Z[UTC],11.10,1824
2024-02-24T20:02:59Z[UTC],11.18,2064
2024-02-24T20:45:11Z[UTC],11.18,2532
2024-02-24T21:12:47Z[UTC],11.19,4188
2024-02-24T21:39:47Z[UTC],11.19,3276
2024-02-24T21:50:23Z[UTC],11.17,2256
2024-02-24T21:50:35Z[UTC],11.17,2268
2024-02-24T21:57:23Z[UTC],11.19,2676
2024-02-24T22:01:47Z[UTC],11.19,2940
2024-02-24T22:04:59Z[UTC],11.19,3132
2024-02-24T22:17:23Z[UTC],11.22,2256
2024-02-24T22:51:47Z[UTC],11.20,2064
2024-02-24T23:31:59Z[UTC],11.24,2412
2024-02-24T23:32:11Z[UTC],11.24,2424
2024-02-24T23:47:59Z[UTC],11.26,3372
2024-02-24T23:50:59Z[UTC],11.26,3552
2024-02-25T00:07:59Z[UTC],11.29,2148
2024-02-25T00:09:47Z[UTC],11.29,2256
2024-02-25T00:12:11Z[UTC],11.29,2400
2024-02-25T00:12:35Z[UTC],11.29,2424
2024-02-25T00:13:23Z[UTC],11.29,2472
2024-02-25T00:16:47Z[UTC],11.28,2676
2024-02-25T00:21:59Z[UTC],11.27,1860
2024-02-25T00:23:23Z[UTC],11.27,1944
2024-02-25T00:23:47Z[UTC],11.27,1968
2024-02-25T00:25:47Z[UTC],11.26,2088
2024-02-25T00:38:11Z[UTC],11.23,1812
2024-02-25T00:40:11Z[UTC],11.22,1824
2024-02-25T00:56:11Z[UTC],11.23,1824
2024-02-25T00:56:23Z[UTC],11.23,1836
2024-02-25T00:56:47Z[UTC],11.23,1860
2024-02-25T00:56:59Z[UTC],11.23,1872
2024-02-25T00:57:11Z[UTC],11.23,1884
2024-02-25T00:57:35Z[UTC],11.23,1908
2024-02-25T00:57:59Z[UTC],11.24,1932
2024-02-25T01:00:23Z[UTC],11.26,2076
2024-02-25T01:00:59Z[UTC],11.26,2112
2024-02-25T01:01:23Z[UTC],11.26,2136
2024-02-25T01:04:11Z[UTC],11.28,2304
2024-02-25T01:04:35Z[UTC],11.28,2328
2024-02-25T01:08:47Z[UTC],11.34,1836
2024-02-25T01:18:23Z[UTC],11.34,2292
2024-02-25T01:31:47Z[UTC],11.37,1824
2024-02-25T01:34:35Z[UTC],11.36,1800
2024-02-25T01:40:11Z[UTC],11.34,1884
2024-02-25T01:40:23Z[UTC],11.34,1896
2024-02-25T01:43:47Z[UTC],11.34,2100
2024-02-25T01:57:23Z[UTC],11.38,2340
2024-02-25T02:00:59Z[UTC],11.38,2556
2024-02-25T02:04:35Z[UTC],11.39,1800
2024-02-25T02:13:35Z[UTC],11.39,1992
2024-02-25T02:15:23Z[UTC],11.39,1896
2024-02-25T02:15:59Z[UTC],11.39,1932
2024-02-25T02:16:35Z[UTC],11.38,1968
2024-02-25T02:25:23Z[UTC],11.34,2496
2024-02-25T02:28:59Z[UTC],11.28,1896
2024-02-25T02:30:47Z[UTC],11.27,2004
2024-02-25T02:30:59Z[UTC],11.25,1800
2024-02-25T02:32:59Z[UTC],11.24,1920
2024-02-25T02:36:35Z[UTC],11.18,1920
2024-02-25T02:41:47Z[UTC],11.13,2232
2024-02-25T02:42:11Z[UTC],11.13,2256
2024-02-25T02:42:23Z[UTC],11.13,2268
2024-02-25T02:45:47Z[UTC],11.02,1824
2024-02-25T03:11:59Z[UTC],10.66,1812
2024-02-25T03:16:23Z[UTC],10.63,1836
2024-02-25T03:18:47Z[UTC],10.62,1980
2024-02-25T03:19:23Z[UTC],10.62,2016
2024-02-25T03:21:23Z[UTC],10.60,2136
2024-02-25T03:26:23Z[UTC],10.54,2436
2024-02-25T03:48:23Z[UTC],10.27,1920
2024-02-25T03:59:47Z[UTC],10.30,2004
2024-02-25T03:59:59Z[UTC],10.30,2016
2024-02-25T04:15:23Z[UTC],10.36,2940
2024-02-25T05:18:35Z[UTC],10.50,3792
2024-02-25T06:53:59Z[UTC],10.62,5724
2024-02-25T08:57:47Z[UTC],10.50,7428
2024-02-25T09:58:59Z[UTC],10.50,3672
2024-02-25T11:41:11Z[UTC],10.63,6132
2024-02-25T11:53:11Z[UTC],10.64,6852
2024-02-25T11:54:35Z[UTC],10.64,6936
2024-02-25T11:56:47Z[UTC],10.64,7068
2024-02-25T12:06:47Z[UTC],10.66,7668
2024-02-25T12:07:23Z[UTC],10.66,7704
2024-02-25T12:08:35Z[UTC],10.66,7776
2024-02-25T12:10:59Z[UTC],10.66,7920
2024-02-25T12:11:35Z[UTC],10.77,1824
2024-02-25T12:14:59Z[UTC],10.77,2028
2024-02-25T12:17:11Z[UTC],10.78,2160
2024-02-25T12:19:35Z[UTC],10.78,2304
2024-02-25T12:22:35Z[UTC],10.78,2484
2024-02-25T12:29:47Z[UTC],10.81,1980
2024-02-25T12:32:47Z[UTC],10.80,2160
2024-02-25T12:45:23Z[UTC],10.74,1824
2024-02-25T12:47:23Z[UTC],10.73,1812
2024-02-25T12:52:11Z[UTC],10.72,1956
2024-02-25T13:00:35Z[UTC],10.71,1848
2024-02-25T13:07:47Z[UTC],10.71,2100
2024-02-25T13:09:11Z[UTC],10.71,2184
2024-02-25T13:10:23Z[UTC],10.71,2256
2024-02-25T13:12:59Z[UTC],10.71,2412
2024-02-25T15:15:23Z[UTC],10.61,7344
2024-02-25T17:32:47Z[UTC],10.52,8244
2024-02-25T17:47:47Z[UTC],10.53,9144
2024-02-25T17:49:23Z[UTC],10.53,9240
2024-02-25T18:05:47Z[UTC],10.67,1980
2024-02-25T18:10:59Z[UTC],10.67,2292
2024-02-25T18:36:59Z[UTC],10.69,1872
2024-02-25T18:51:59Z[UTC],10.68,2460
2024-02-25T19:36:23Z[UTC],10.73,2664
2024-02-25T20:46:23Z[UTC],10.74,4200
2024-02-25T21:14:23Z[UTC],10.73,5880
2024-02-25T21:55:35Z[UTC],10.67,2472
2024-02-25T22:02:23Z[UTC],10.67,2880
2024-02-25T22:34:35Z[UTC],10.70,1932
2024-02-25T22:35:23Z[UTC],10.70,1980
2024-02-25T22:35:59Z[UTC],10.70,2016
2024-02-25T22:36:47Z[UTC],10.71,2064
2024-02-25T22:40:47Z[UTC],10.73,2304
2024-02-25T22:40:59Z[UTC],10.73,2316
2024-02-25T22:45:11Z[UTC],10.74,2568
2024-02-25T22:49:23Z[UTC],10.74,2820
2024-02-25T22:53:35Z[UTC],10.75,3072
2024-02-25T22:57:11Z[UTC],10.75,3288
2024-02-25T22:57:59Z[UTC],10.75,3336
2024-02-25T22:58:23Z[UTC],10.75,3360
2024-02-25T23:00:35Z[UTC],10.76,3492
2024-02-25T23:13:11Z[UTC],10.84,1932
2024-02-25T23:20:59Z[UTC],10.86,1896
2024-02-25T23:26:35Z[UTC],10.87,1980
2024-02-25T23:26:59Z[UTC],10.87,2004
2024-02-25T23:27:23Z[UTC],10.88,1812
2024-02-25T23:27:35Z[UTC],10.88,1824
2024-02-25T23:27:47Z[UTC],10.89,1836
2024-02-25T23:34:11Z[UTC],10.92,2016
2024-02-25T23:34:47Z[UTC],10.92,2052
2024-02-25T23:37:59Z[UTC],10.92,2244
2024-02-25T23:39:11Z[UTC],10.92,2316
2024-02-25T23:44:11Z[UTC],10.95,1860
2024-02-25T23:53:23Z[UTC],10.99,1944
2024-02-25T23:54:35Z[UTC],10.99,2016
2024-02-25T23:54:47Z[UTC],10.99,2028
2024-02-25T23:54:59Z[UTC],10.99,2040
2024-02-26T00:01:11Z[UTC],11.03,2004
2024-02-26T00:06:47Z[UTC],11.03,1920
2024-02-26T00:10:59Z[UTC],11.04,1908
2024-02-26T00:14:23Z[UTC],11.05,1812
2024-02-26T00:20:59Z[UTC],11.04,2208
2024-02-26T00:21:23Z[UTC],11.04,2232
2024-02-26T00:26:23Z[UTC],11.03,1884
2024-02-26T00:26:47Z[UTC],11.02,1908
2024-02-26T00:33:23Z[UTC],10.97,1932
2024-02-26T00:52:23Z[UTC],10.88,1860
2024-02-26T00:53:11Z[UTC],10.88,1908
2024-02-26T00:54:11Z[UTC],10.88,1968
2024-02-26T00:54:35Z[UTC],10.88,1992
2024-02-26T00:57:35Z[UTC],10.88,1848
2024-02-26T00:59:23Z[UTC],10.89,1956
2024-02-26T01:01:59Z[UTC],10.90,2112
2024-02-26T01:05:35Z[UTC],10.93,1932
2024-02-26T01:13:23Z[UTC],10.95,2400
2024-02-26T01:13:35Z[UTC],10.95,2412
2024-02-26T01:17:23Z[UTC],10.95,2640
2024-02-26T01:24:47Z[UTC],11.00,1812
2024-02-26T01:37:47Z[UTC],11.00,1932
2024-02-26T01:41:35Z[UTC],10.99,2160
2024-02-26T01:42:47Z[UTC],10.99,2232
2024-02-26T01:44:23Z[UTC],10.98,1848
2024-02-26T02:03:35Z[UTC],10.96,2328
2024-02-26T02:07:23Z[UTC],10.96,2556
2024-02-26T02:08:23Z[UTC],10.94,1836
2024-02-26T02:13:11Z[UTC],10.95,1824
2024-02-26T02:17:35Z[UTC],10.96,1992
2024-02-26T02:20:23Z[UTC],10.96,2160
2024-02-26T02:21:35Z[UTC],10.97,2232
2024-02-26T02:23:23Z[UTC],10.97,2340
2024-02-26T02:28:11Z[UTC],11.00,2628
2024-02-26T02:29:23Z[UTC],11.01,2700
2024-02-26T02:31:11Z[UTC],11.02,2808
2024-02-26T02:31:59Z[UTC],11.02,2856
2024-02-26T02:32:23Z[UTC],11.03,2880
2024-02-26T02:33:11Z[UTC],11.03,2928
2024-02-26T02:33:35Z[UTC],11.10,1800
2024-02-26T02:36:59Z[UTC],11.12,2004
2024-02-26T02:40:11Z[UTC],11.17,1908
2024-02-26T02:44:47Z[UTC],11.23,1896
2024-02-26T02:50:11Z[UTC],11.27,1956
2024-02-26T02:55:59Z[UTC],11.33,1956
2024-02-26T02:57:23Z[UTC],11.33,2040
2024-02-26T02:57:59Z[UTC],11.33,2076
2024-02-26T03:02:23Z[UTC],11.35,1800
2024-02-26T03:02:35Z[UTC],11.35,1812
2024-02-26T03:05:59Z[UTC],11.33,1944
2024-02-26T03:26:47Z[UTC],11.20,1848
2024-02-26T03:49:47Z[UTC],11.15,2628
2024-02-26T04:04:11Z[UTC],11.12,2244
2024-02-26T04:13:47Z[UTC],11.10,2820
2024-02-26T04:21:59Z[UTC],11.07,1932
2024-02-26T04:38:47Z[UTC],11.06,2076
2024-02-26T04:40:35Z[UTC],11.06,2184
2024-02-26T05:12:59Z[UTC],10.96,1944
2024-02-26T06:00:59Z[UTC],10.91,2880
2024-02-26T06:34:35Z[UTC],10.86,2016
2024-02-26T07:01:59Z[UTC],10.88,3660
2024-02-26T07:04:59Z[UTC],10.89,1824
2024-02-26T07:08:47Z[UTC],10.88,2052
2024-02-26T07:08:59Z[UTC],10.88,2064
2024-02-26T08:08:47Z[UTC],10.65,3588
2024-02-26T08:28:11Z[UTC],10.64,4752
2024-02-26T08:30:23Z[UTC],10.64,4884
2024-02-26T09:08:11Z[UTC],10.73,2268
2024-02-26T09:17:23Z[UTC],10.72,2820
2024-02-26T09:24:23Z[UTC],10.71,3240
2024-02-26T10:02:23Z[UTC],10.58,2280
2024-02-26T10:19:23Z[UTC],10.61,3300
2024-02-26T11:07:23Z[UTC],10.65,2880
2024-02-26T11:35:47Z[UTC],10.59,4584
2024-02-26T11:48:23Z[UTC],10.50,2460
2024-02-26T15:08:59Z[UTC],10.53,12036
2024-02-26T15:09:23Z[UTC],10.53,12060
2024-02-26T15:15:23Z[UTC],10.54,12420
2024-02-26T15:15:59Z[UTC],10.54,12456
2024-02-26T15:18:47Z[UTC],10.55,12624
2024-02-26T15:25:47Z[UTC],10.55,13044
2024-02-26T15:25:59Z[UTC],10.55,13056
2024-02-26T15:26:23Z[UTC],10.55,13080
2024-02-26T15:27:47Z[UTC],10.56,13164
2024-02-26T15:28:59Z[UTC],10.56,13236
2024-02-26T15:29:47Z[UTC],10.57,13284
2024-02-26T15:30:35Z[UTC],10.57,13332
2024-02-26T15:31:47Z[UTC],10.57,13404
2024-02-26T15:34:35Z[UTC],10.58,13572
2024-02-26T15:36:11Z[UTC],10.59,13668
2024-02-26T15:37:11Z[UTC],10.59,13728
2024-02-26T15:37:59Z[UTC],10.59,13776
2024-02-26T15:44:11Z[UTC],11.00,2088
2024-02-26T15:46:35Z[UTC],11.03,1836
2024-02-26T15:48:35Z[UTC],11.02,1956
2024-02-26T16:15:23Z[UTC],10.80,1872
2024-02-26T16:15:59Z[UTC],10.80,1908
2024-02-26T16:25:11Z[UTC],10.75,2196
2024-02-26T16:39:59Z[UTC],10.74,3084
2024-02-26T17:07:59Z[UTC],10.75,2568
2024-02-26T17:21:23Z[UTC],10.74,2484
2024-02-26T18:17:47Z[UTC],10.64,3384
2024-02-26T19:05:59Z[UTC],10.61,2892
2024-02-26T19:08:59Z[UTC],10.60,3072
2024-02-26T19:24:47Z[UTC],10.56,4020
2024-02-26T19:25:35Z[UTC],10.56,4068
2024-02-26T19:31:35Z[UTC],10.55,4428
2024-02-26T21:25:35Z[UTC],10.46,6840
2024-02-26T21:25:47Z[UTC],10.46,6852
2024-02-26T21:34:59Z[UTC],10.47,7404
2024-02-26T22:47:47Z[UTC],10.66,4368
2024-02-27T00:38:47Z[UTC],10.66,6660
2024-02-27T02:45:23Z[UTC],10.60,7596
2024-02-27T02:52:23Z[UTC],10.60,8016
2024-02-27T03:53:11Z[UTC],10.70,3648
2024-02-27T04:12:47Z[UTC],10.69,4824
2024-02-27T04:13:59Z[UTC],10.69,4896
2024-02-27T04:19:47Z[UTC],10.69,5244
2024-02-27T04:41:35Z[UTC],10.67,2904
2024-02-27T05:36:11Z[UTC],10.58,3276
2024-02-27T05:42:47Z[UTC],10.59,3672
2024-02-27T06:34:11Z[UTC],10.75,3084
2024-02-27T07:20:11Z[UTC],10.71,2760
2024-02-27T07:24:23Z[UTC],10.72,3012
2024-02-27T07:24:59Z[UTC],10.72,3048
2024-02-27T07:25:47Z[UTC],10.72,3096
2024-02-27T07:31:11Z[UTC],10.73,3420
2024-02-27T07:39:11Z[UTC],10.74,3900
2024-02-27T07:41:23Z[UTC],10.74,4032
2024-02-27T07:52:23Z[UTC],10.84,1932
2024-02-27T07:57:11Z[UTC],10.85,1884
2024-02-27T08:07:47Z[UTC],10.83,2196
2024-02-27T08:20:23Z[UTC],10.84,2340
2024-02-27T08:57:59Z[UTC],10.91,2256
