time,price,timeRange(seconds)
2024-02-22T14:35:59Z[UTC],7.31,2988
2024-02-22T15:32:23Z[UTC],7.35,3384
2024-02-22T15:32:47Z[UTC],7.35,3408
2024-02-22T18:41:23Z[UTC],7.40,11316
2024-02-22T18:49:35Z[UTC],7.40,11808
2024-02-22T19:09:47Z[UTC],7.41,13020
2024-02-22T19:49:59Z[UTC],7.47,2412
2024-02-22T21:36:47Z[UTC],7.47,6408
2024-02-22T22:28:35Z[UTC],7.44,3108
2024-02-23T02:32:11Z[UTC],7.38,14616
2024-02-23T02:53:11Z[UTC],7.38,15876
2024-02-23T03:02:11Z[UTC],7.34,1800
2024-02-23T03:42:35Z[UTC],7.29,2424
2024-02-23T03:56:47Z[UTC],7.28,3276
2024-02-23T03:57:23Z[UTC],7.28,3312
2024-02-23T03:57:59Z[UTC],7.28,3348
2024-02-23T04:20:35Z[UTC],7.17,2280
2024-02-23T04:33:23Z[UTC],7.13,2124
2024-02-23T04:50:35Z[UTC],7.15,1800
2024-02-23T05:18:59Z[UTC],7.17,2736
2024-02-23T05:21:11Z[UTC],7.18,1836
2024-02-23T05:32:47Z[UTC],7.16,2532
2024-02-23T05:55:59Z[UTC],7.10,2088
2024-02-23T06:31:59Z[UTC],7.10,2160
2024-02-23T08:31:59Z[UTC],7.12,7200
2024-02-23T08:37:23Z[UTC],7.12,7524
2024-02-23T09:30:11Z[UTC],7.07,3168
2024-02-23T10:25:23Z[UTC],7.09,3312
2024-02-23T11:36:59Z[UTC],7.11,4296
2024-02-23T12:52:35Z[UTC],7.10,4536
2024-02-23T13:53:23Z[UTC],7.13,3648
2024-02-23T14:20:35Z[UTC],7.14,5280
2024-02-23T14:20:47Z[UTC],7.14,5292
2024-02-23T14:20:59Z[UTC],7.14,5304
2024-02-23T14:21:47Z[UTC],7.14,5352
2024-02-23T14:21:59Z[UTC],7.14,5364
2024-02-23T14:22:23Z[UTC],7.14,5388
2024-02-23T14:22:35Z[UTC],7.14,5400
2024-02-23T14:22:59Z[UTC],7.14,5424
2024-02-23T14:23:23Z[UTC],7.18,1800
2024-02-23T14:23:35Z[UTC],7.18,1812
2024-02-23T14:23:47Z[UTC],7.18,1824
2024-02-23T14:23:59Z[UTC],7.18,1836
2024-02-23T14:24:23Z[UTC],7.19,1860
2024-02-23T14:24:35Z[UTC],7.19,1872
2024-02-23T14:24:47Z[UTC],7.20,1884
2024-02-23T14:25:11Z[UTC],7.20,1908
2024-02-23T14:25:23Z[UTC],7.21,1920
2024-02-23T14:25:35Z[UTC],7.21,1932
2024-02-23T14:25:47Z[UTC],7.22,1944
2024-02-23T14:25:59Z[UTC],7.22,1956
2024-02-23T14:26:11Z[UTC],7.23,1968
2024-02-23T14:26:59Z[UTC],7.24,2016
2024-02-23T14:27:23Z[UTC],7.25,2040
2024-02-23T14:27:47Z[UTC],7.26,2064
2024-02-23T14:28:11Z[UTC],7.27,2088
2024-02-23T14:28:23Z[UTC],7.28,2100
2024-02-23T14:28:35Z[UTC],7.28,2112
2024-02-23T14:28:59Z[UTC],7.30,2136
2024-02-23T14:29:11Z[UTC],7.30,2148
2024-02-23T14:29:23Z[UTC],7.31,2160
2024-02-23T14:30:11Z[UTC],7.35,2208
2024-02-23T14:30:23Z[UTC],7.35,2220
2024-02-23T14:30:35Z[UTC],7.36,2232
2024-02-23T14:30:47Z[UTC],7.37,2244
2024-02-23T14:30:59Z[UTC],7.38,2256
2024-02-23T14:31:11Z[UTC],7.39,2268
2024-02-23T14:31:23Z[UTC],7.40,2280
2024-02-23T14:31:47Z[UTC],7.41,2304
2024-02-23T14:32:23Z[UTC],7.43,2340
2024-02-23T14:32:35Z[UTC],7.44,2352
2024-02-23T14:33:11Z[UTC],7.46,2388
2024-02-23T14:33:35Z[UTC],7.47,2412
2024-02-23T14:33:47Z[UTC],7.48,2424
2024-02-23T14:33:59Z[UTC],7.49,2436
2024-02-23T14:34:11Z[UTC],7.50,2448
2024-02-23T14:34:23Z[UTC],7.50,2460
2024-02-23T14:34:35Z[UTC],7.51,2472
2024-02-23T14:34:47Z[UTC],7.52,2484
2024-02-23T14:34:59Z[UTC],7.53,2496
2024-02-23T14:35:11Z[UTC],7.54,2508
2024-02-23T14:35:23Z[UTC],7.55,2520
2024-02-23T14:35:35Z[UTC],7.56,2532
2024-02-23T14:35:47Z[UTC],7.57,2544
2024-02-23T14:35:59Z[UTC],7.58,2556
2024-02-23T14:36:35Z[UTC],7.61,2592
2024-02-23T14:37:11Z[UTC],7.63,2628
2024-02-23T14:37:23Z[UTC],7.64,2640
2024-02-23T14:37:35Z[UTC],7.65,2652
2024-02-23T14:37:47Z[UTC],7.66,2664
2024-02-23T14:38:11Z[UTC],7.68,2688
2024-02-23T14:38:23Z[UTC],7.69,2700
2024-02-23T14:38:35Z[UTC],7.70,2712
2024-02-23T14:38:47Z[UTC],7.71,2724
2024-02-23T14:39:11Z[UTC],7.73,2748
2024-02-23T14:39:23Z[UTC],7.74,2760
2024-02-23T14:39:35Z[UTC],7.75,2772
2024-02-23T14:39:47Z[UTC],7.76,2784
2024-02-23T14:39:59Z[UTC],7.77,2796
2024-02-23T14:40:23Z[UTC],7.79,2820
2024-02-23T14:40:35Z[UTC],7.79,2832
2024-02-23T14:40:47Z[UTC],7.80,2844
2024-02-23T14:40:59Z[UTC],7.81,2856
2024-02-23T14:41:11Z[UTC],7.82,2868
2024-02-23T14:41:23Z[UTC],7.83,2880
2024-02-23T14:43:35Z[UTC],7.93,3012
2024-02-23T14:43:47Z[UTC],7.93,3024
2024-02-23T14:43:59Z[UTC],7.94,3036
2024-02-23T14:44:23Z[UTC],7.96,3060
2024-02-23T14:45:23Z[UTC],8.00,3120
2024-02-23T14:45:35Z[UTC],8.00,3132
2024-02-23T14:45:59Z[UTC],8.02,3156
2024-02-23T14:46:35Z[UTC],8.04,3192
2024-02-23T14:47:47Z[UTC],8.09,3264
2024-02-23T14:48:11Z[UTC],8.10,3288
2024-02-23T14:48:23Z[UTC],8.11,3300
2024-02-23T14:48:35Z[UTC],8.12,3312
2024-02-23T14:48:47Z[UTC],8.13,3324
2024-02-23T14:48:59Z[UTC],8.14,3336
2024-02-23T14:49:11Z[UTC],8.14,3348
2024-02-23T14:49:23Z[UTC],8.15,3360
2024-02-23T14:49:35Z[UTC],8.16,3372
2024-02-23T14:49:47Z[UTC],8.17,3384
2024-02-23T14:50:11Z[UTC],8.18,3408
2024-02-23T14:50:23Z[UTC],8.19,3420
2024-02-23T14:50:35Z[UTC],9.27,1800
2024-02-23T14:50:59Z[UTC],9.32,1800
2024-02-23T14:51:11Z[UTC],9.33,1812
2024-02-23T14:51:23Z[UTC],9.34,1824
2024-02-23T14:51:35Z[UTC],9.34,1836
2024-02-23T14:52:11Z[UTC],9.45,1812
2024-02-23T14:52:47Z[UTC],9.52,1812
2024-02-23T14:52:59Z[UTC],9.56,1800
2024-02-23T14:53:11Z[UTC],9.57,1812
2024-02-23T14:53:35Z[UTC],9.63,1800
2024-02-23T14:53:47Z[UTC],9.66,1800
2024-02-23T14:54:59Z[UTC],9.77,1812
2024-02-23T14:55:11Z[UTC],9.81,1800
2024-02-23T14:55:23Z[UTC],9.83,1800
2024-02-23T14:56:11Z[UTC],9.91,1800
2024-02-23T14:56:23Z[UTC],9.92,1812
2024-02-23T14:56:35Z[UTC],9.93,1824
2024-02-23T14:56:47Z[UTC],9.94,1836
2024-02-23T14:57:47Z[UTC],10.09,1800
2024-02-23T14:58:11Z[UTC],10.13,1800
2024-02-23T14:59:35Z[UTC],10.24,1812
2024-02-23T14:59:59Z[UTC],10.25,1836
2024-02-23T15:00:35Z[UTC],10.32,1800
2024-02-23T15:00:59Z[UTC],10.34,1800
2024-02-23T15:01:23Z[UTC],10.37,1800
2024-02-23T15:01:47Z[UTC],10.40,1800
2024-02-23T15:02:11Z[UTC],10.40,1824
2024-02-23T15:02:23Z[UTC],10.44,1800
2024-02-23T15:02:35Z[UTC],10.45,1800
2024-02-23T15:02:47Z[UTC],10.45,1812
2024-02-23T15:03:47Z[UTC],10.53,1800
2024-02-23T15:04:47Z[UTC],10.59,1800
2024-02-23T15:04:59Z[UTC],10.60,1800
2024-02-23T15:05:47Z[UTC],10.62,1800
2024-02-23T15:05:59Z[UTC],10.63,1800
2024-02-23T15:06:11Z[UTC],10.63,1812
2024-02-23T15:07:35Z[UTC],10.68,1800
2024-02-23T15:07:47Z[UTC],10.69,1800
2024-02-23T15:08:35Z[UTC],10.71,1800
2024-02-23T15:08:59Z[UTC],10.72,1812
2024-02-23T15:09:11Z[UTC],10.72,1800
2024-02-23T15:09:47Z[UTC],10.74,1800
2024-02-23T15:09:59Z[UTC],10.75,1800
2024-02-23T15:10:23Z[UTC],10.76,1800
2024-02-23T15:12:35Z[UTC],10.80,1872
2024-02-23T15:13:11Z[UTC],10.81,1908
2024-02-23T15:13:47Z[UTC],10.85,1800
2024-02-23T15:13:59Z[UTC],10.86,1800
2024-02-23T15:15:59Z[UTC],10.90,1800
2024-02-23T15:16:47Z[UTC],10.92,1812
2024-02-23T15:16:59Z[UTC],10.92,1824
2024-02-23T15:17:11Z[UTC],10.92,1836
2024-02-23T15:17:23Z[UTC],10.92,1848
2024-02-23T15:19:35Z[UTC],10.97,1800
2024-02-23T15:19:47Z[UTC],10.97,1800
2024-02-23T15:20:11Z[UTC],10.98,1800
2024-02-23T15:20:23Z[UTC],10.98,1800
2024-02-23T15:20:47Z[UTC],10.99,1812
2024-02-23T15:20:59Z[UTC],11.00,1800
2024-02-23T15:21:47Z[UTC],11.01,1812
2024-02-23T15:21:59Z[UTC],11.02,1824
2024-02-23T15:22:23Z[UTC],11.03,1812
2024-02-23T15:22:35Z[UTC],11.03,1824
2024-02-23T15:22:47Z[UTC],11.03,1800
2024-02-23T15:22:59Z[UTC],11.04,1800
2024-02-23T15:23:11Z[UTC],11.05,1800
2024-02-23T15:23:47Z[UTC],11.07,1800
2024-02-23T15:24:47Z[UTC],11.09,1860
2024-02-23T15:25:23Z[UTC],11.12,1800
2024-02-23T15:25:35Z[UTC],11.12,1812
2024-02-23T15:25:47Z[UTC],11.13,1824
2024-02-23T15:26:35Z[UTC],11.15,1800
2024-02-23T15:26:47Z[UTC],11.15,1800
2024-02-23T15:27:23Z[UTC],11.17,1836
2024-02-23T15:27:47Z[UTC],11.18,1800
2024-02-23T15:27:59Z[UTC],11.18,1812
2024-02-23T15:28:11Z[UTC],11.19,1800
2024-02-23T15:28:23Z[UTC],11.20,1812
2024-02-23T15:28:35Z[UTC],11.20,1824
2024-02-23T15:28:47Z[UTC],11.21,1836
2024-02-23T15:28:59Z[UTC],11.22,1848
2024-02-23T15:29:11Z[UTC],11.22,1860
2024-02-23T15:29:23Z[UTC],11.23,1872
2024-02-23T15:29:35Z[UTC],11.24,1800
2024-02-23T15:30:11Z[UTC],11.27,1812
2024-02-23T15:30:47Z[UTC],11.29,1812
2024-02-23T15:30:59Z[UTC],11.30,1800
2024-02-23T15:31:23Z[UTC],11.32,1800
2024-02-23T15:31:47Z[UTC],11.34,1800
2024-02-23T15:31:59Z[UTC],11.34,1812
2024-02-23T15:32:23Z[UTC],11.37,1800
2024-02-23T15:32:47Z[UTC],11.38,1800
2024-02-23T15:33:11Z[UTC],11.39,1824
2024-02-23T15:34:47Z[UTC],11.47,1800
2024-02-23T15:35:35Z[UTC],11.50,1836
2024-02-23T15:35:59Z[UTC],11.53,1800
2024-02-23T15:36:35Z[UTC],11.54,1824
2024-02-23T15:37:35Z[UTC],11.59,1800
2024-02-23T15:37:47Z[UTC],11.60,1800
2024-02-23T15:38:11Z[UTC],11.60,1824
2024-02-23T15:38:59Z[UTC],11.65,1800
2024-02-23T15:39:23Z[UTC],11.66,1812
2024-02-23T15:39:59Z[UTC],11.68,1800
2024-02-23T15:40:35Z[UTC],11.69,1812
2024-02-23T15:41:11Z[UTC],11.70,1848
2024-02-23T15:41:23Z[UTC],11.70,1860
2024-02-23T15:42:23Z[UTC],11.72,1920
2024-02-23T15:42:59Z[UTC],11.76,1824
2024-02-23T15:43:59Z[UTC],11.81,1800
2024-02-23T15:44:11Z[UTC],11.81,1812
2024-02-23T15:44:23Z[UTC],11.81,1824
2024-02-23T15:45:11Z[UTC],11.81,1872
2024-02-23T15:45:23Z[UTC],11.81,1884
2024-02-23T15:45:35Z[UTC],11.81,1896
2024-02-23T15:45:47Z[UTC],11.81,1908
2024-02-23T15:46:11Z[UTC],11.87,1812
2024-02-23T15:46:47Z[UTC],11.89,1800
2024-02-23T15:47:11Z[UTC],11.90,1800
2024-02-23T15:48:23Z[UTC],11.89,1860
2024-02-23T15:48:47Z[UTC],11.89,1884
2024-02-23T15:48:59Z[UTC],11.89,1896
2024-02-23T15:49:11Z[UTC],11.89,1908
2024-02-23T15:50:35Z[UTC],11.96,1812
2024-02-23T15:51:35Z[UTC],11.96,1836
2024-02-23T15:52:23Z[UTC],11.98,1800
2024-02-23T15:52:35Z[UTC],11.98,1800
2024-02-23T15:53:23Z[UTC],11.98,1812
2024-02-23T15:54:11Z[UTC],11.98,1824
2024-02-23T15:55:59Z[UTC],11.98,1812
2024-02-23T15:57:23Z[UTC],11.97,1800
2024-02-23T15:58:23Z[UTC],11.96,1800
2024-02-23T15:58:35Z[UTC],11.96,1800
2024-02-23T15:59:35Z[UTC],11.93,1800
2024-02-23T16:00:11Z[UTC],11.90,1800
2024-02-23T16:00:35Z[UTC],11.90,1824
2024-02-23T16:00:47Z[UTC],11.89,1800
2024-02-23T16:01:23Z[UTC],11.86,1800
2024-02-23T16:02:23Z[UTC],11.83,1800
2024-02-23T16:04:23Z[UTC],11.79,1872
2024-02-23T16:06:11Z[UTC],11.71,1812
2024-02-23T16:06:35Z[UTC],11.70,1800
2024-02-23T16:06:59Z[UTC],11.69,1824
2024-02-23T16:07:11Z[UTC],11.69,1836
2024-02-23T16:07:59Z[UTC],11.66,1812
2024-02-23T16:08:23Z[UTC],11.65,1812
2024-02-23T16:08:59Z[UTC],11.64,1800
2024-02-23T16:09:11Z[UTC],11.63,1812
2024-02-23T16:09:35Z[UTC],11.62,1812
2024-02-23T16:10:23Z[UTC],11.61,1824
2024-02-23T16:11:47Z[UTC],11.58,1824
2024-02-23T16:13:35Z[UTC],11.53,1836
2024-02-23T16:15:23Z[UTC],11.49,1800
2024-02-23T16:16:23Z[UTC],11.48,1812
2024-02-23T16:17:11Z[UTC],11.47,1800
2024-02-23T16:17:59Z[UTC],11.45,1848
2024-02-23T16:18:23Z[UTC],11.44,1800
2024-02-23T16:20:11Z[UTC],11.40,1860
2024-02-23T16:20:47Z[UTC],11.38,1812
2024-02-23T16:21:11Z[UTC],11.38,1836
2024-02-23T16:24:35Z[UTC],11.28,1824
2024-02-23T16:24:47Z[UTC],11.28,1836
2024-02-23T16:24:59Z[UTC],11.28,1848
2024-02-23T16:25:47Z[UTC],11.27,1896
2024-02-23T16:25:59Z[UTC],11.24,1800
2024-02-23T16:26:11Z[UTC],11.24,1812
2024-02-23T16:26:47Z[UTC],11.24,1848
2024-02-23T16:27:11Z[UTC],11.24,1872
2024-02-23T16:28:23Z[UTC],11.21,1800
2024-02-23T16:29:23Z[UTC],11.20,1848
2024-02-23T16:30:47Z[UTC],11.19,1800
2024-02-23T16:31:23Z[UTC],11.18,1800
2024-02-23T16:32:11Z[UTC],11.18,1848
2024-02-23T16:34:59Z[UTC],11.16,1836
2024-02-23T16:35:11Z[UTC],11.16,1848
2024-02-23T16:35:35Z[UTC],11.16,1872
2024-02-23T16:36:11Z[UTC],11.15,1800
2024-02-23T16:36:23Z[UTC],11.15,1812
2024-02-23T16:37:47Z[UTC],11.15,1836
2024-02-23T16:38:35Z[UTC],11.15,1812
2024-02-23T16:39:23Z[UTC],11.15,1812
2024-02-23T16:43:11Z[UTC],11.14,1884
2024-02-23T16:43:23Z[UTC],11.14,1896
2024-02-23T16:43:47Z[UTC],11.14,1812
2024-02-23T16:47:23Z[UTC],11.12,1812
2024-02-23T16:47:35Z[UTC],11.12,1824
2024-02-23T16:48:59Z[UTC],11.13,1836
2024-02-23T16:49:59Z[UTC],11.13,1896
2024-02-23T16:50:59Z[UTC],11.15,1812
2024-02-23T16:51:35Z[UTC],11.16,1824
2024-02-23T16:56:11Z[UTC],11.21,1800
2024-02-23T16:56:23Z[UTC],11.21,1812
2024-02-23T16:57:35Z[UTC],11.21,1824
2024-02-23T16:58:11Z[UTC],11.22,1860
2024-02-23T17:02:11Z[UTC],11.25,1800
2024-02-23T17:03:23Z[UTC],11.25,1872
2024-02-23T17:05:11Z[UTC],11.27,1800
2024-02-23T17:05:23Z[UTC],11.27,1812
2024-02-23T17:05:35Z[UTC],11.27,1800
2024-02-23T17:09:59Z[UTC],11.27,1836
2024-02-23T17:15:23Z[UTC],11.26,1896
2024-02-23T17:16:59Z[UTC],11.26,1992
2024-02-23T17:17:11Z[UTC],11.26,2004
2024-02-23T17:17:59Z[UTC],11.26,1824
2024-02-23T17:18:35Z[UTC],11.26,1860
2024-02-23T17:21:47Z[UTC],11.26,1812
2024-02-23T17:22:23Z[UTC],11.26,1848
2024-02-23T17:23:35Z[UTC],11.25,1920
2024-02-23T17:25:11Z[UTC],11.24,2016
2024-02-23T17:26:23Z[UTC],11.22,1800
2024-02-23T17:26:59Z[UTC],11.21,1836
2024-02-23T17:28:11Z[UTC],11.19,1800
2024-02-23T17:32:59Z[UTC],11.14,1848
2024-02-23T17:33:47Z[UTC],11.13,1824
2024-02-23T17:34:11Z[UTC],11.12,1848
2024-02-23T17:36:23Z[UTC],11.11,1848
2024-02-23T17:37:23Z[UTC],11.11,1908
2024-02-23T17:38:11Z[UTC],11.11,1956
2024-02-23T17:38:47Z[UTC],11.11,1992
2024-02-23T17:40:23Z[UTC],11.09,1824
2024-02-23T17:42:35Z[UTC],11.08,1956
2024-02-23T17:51:23Z[UTC],11.04,1968
2024-02-23T17:53:11Z[UTC],11.02,1848
2024-02-23T17:55:11Z[UTC],11.02,1800
2024-02-23T17:55:59Z[UTC],11.02,1848
2024-02-23T17:59:11Z[UTC],11.02,1860
2024-02-23T17:59:47Z[UTC],11.02,1896
2024-02-23T18:00:23Z[UTC],11.02,1932
2024-02-23T18:01:47Z[UTC],11.02,2016
2024-02-23T18:03:59Z[UTC],11.03,1812
2024-02-23T18:05:59Z[UTC],11.03,1908
2024-02-23T18:06:11Z[UTC],11.02,1920
2024-02-23T18:07:11Z[UTC],11.01,1848
2024-02-23T18:08:23Z[UTC],10.99,1812
2024-02-23T18:08:35Z[UTC],10.99,1824
2024-02-23T18:09:11Z[UTC],10.98,1824
2024-02-23T18:10:11Z[UTC],10.97,1884
2024-02-23T18:11:35Z[UTC],10.95,1872
2024-02-23T18:13:35Z[UTC],10.93,1860
2024-02-23T18:13:47Z[UTC],10.92,1872
2024-02-23T18:14:35Z[UTC],10.92,1920
2024-02-23T18:15:47Z[UTC],10.91,1992
2024-02-23T18:17:35Z[UTC],10.90,2100
2024-02-23T18:18:11Z[UTC],10.90,2136
2024-02-23T18:19:47Z[UTC],10.89,2232
2024-02-23T18:19:59Z[UTC],10.89,2244
2024-02-23T18:23:59Z[UTC],10.81,1848
2024-02-23T18:29:59Z[UTC],10.74,1812
2024-02-23T18:32:11Z[UTC],10.72,1824
2024-02-23T18:38:35Z[UTC],10.68,1800
2024-02-23T18:38:59Z[UTC],10.68,1824
2024-02-23T18:42:11Z[UTC],10.69,1836
2024-02-23T18:43:59Z[UTC],10.69,1812
2024-02-23T18:55:59Z[UTC],10.68,1920
2024-02-23T18:59:35Z[UTC],10.68,2136
2024-02-23T19:00:35Z[UTC],10.68,1836
2024-02-23T19:00:47Z[UTC],10.68,1848
2024-02-23T19:00:59Z[UTC],10.68,1860
2024-02-23T19:05:59Z[UTC],10.72,2028
2024-02-23T19:06:11Z[UTC],10.72,2040
2024-02-23T19:11:23Z[UTC],10.75,1944
2024-02-23T19:11:35Z[UTC],10.75,1956
2024-02-23T19:14:23Z[UTC],10.78,1824
2024-02-23T19:16:35Z[UTC],10.79,1956
2024-02-23T19:17:11Z[UTC],10.79,1992
2024-02-23T19:20:11Z[UTC],10.80,2172
2024-02-23T19:21:11Z[UTC],10.80,2232
2024-02-23T19:21:35Z[UTC],10.80,2256
2024-02-23T19:26:59Z[UTC],10.89,1860
2024-02-23T19:29:11Z[UTC],10.90,1992
2024-02-23T19:30:23Z[UTC],10.93,1848
2024-02-23T19:33:35Z[UTC],10.94,1956
2024-02-23T19:41:47Z[UTC],10.97,1812
2024-02-23T19:41:59Z[UTC],10.97,1824
2024-02-23T19:46:23Z[UTC],10.97,1920
2024-02-23T19:55:11Z[UTC],10.98,2016
2024-02-23T19:57:59Z[UTC],10.97,1860
2024-02-23T20:01:23Z[UTC],10.97,1860
2024-02-23T20:08:11Z[UTC],10.96,2076
2024-02-23T20:11:23Z[UTC],10.96,2268
2024-02-23T20:13:35Z[UTC],10.95,1896
2024-02-23T20:23:23Z[UTC],10.97,2220
2024-02-23T20:35:23Z[UTC],11.00,2040
2024-02-23T20:36:47Z[UTC],11.00,2124
2024-02-23T20:41:47Z[UTC],11.03,1824
2024-02-23T20:42:23Z[UTC],11.04,1860
2024-02-23T20:48:23Z[UTC],11.05,2088
2024-02-23T20:48:47Z[UTC],11.05,2112
2024-02-23T20:50:35Z[UTC],11.05,2220
2024-02-23T20:50:47Z[UTC],11.05,2232
2024-02-23T20:51:11Z[UTC],11.05,2256
2024-02-23T20:51:59Z[UTC],11.06,2304
2024-02-23T20:52:23Z[UTC],11.06,2328
2024-02-23T20:54:11Z[UTC],11.08,1848
2024-02-23T20:55:35Z[UTC],11.09,1932
2024-02-23T20:57:47Z[UTC],11.10,2064
2024-02-23T21:04:35Z[UTC],11.13,2472
2024-02-23T21:13:11Z[UTC],11.22,1848
2024-02-23T21:17:47Z[UTC],11.23,2124
2024-02-23T21:21:47Z[UTC],11.27,1836
2024-02-23T21:26:11Z[UTC],11.27,1836
2024-02-23T21:29:23Z[UTC],11.27,1896
2024-02-23T21:29:35Z[UTC],11.27,1908
2024-02-23T21:33:47Z[UTC],11.29,2160
2024-02-23T21:37:59Z[UTC],11.30,2004
2024-02-23T21:49:23Z[UTC],11.33,1896
2024-02-23T21:49:47Z[UTC],11.33,1920
2024-02-23T21:51:47Z[UTC],11.33,1800
2024-02-23T22:01:11Z[UTC],11.31,1896
2024-02-23T22:03:23Z[UTC],11.31,2028
2024-02-23T22:06:59Z[UTC],11.29,1992
2024-02-23T22:08:11Z[UTC],11.28,1812
2024-02-23T22:14:11Z[UTC],11.28,2172
2024-02-23T22:32:11Z[UTC],11.27,1860
2024-02-23T22:32:59Z[UTC],11.27,1908
2024-02-23T22:33:11Z[UTC],11.27,1920
2024-02-23T22:33:47Z[UTC],11.26,1824
2024-02-23T22:34:35Z[UTC],11.26,1872
2024-02-23T22:35:47Z[UTC],11.25,1944
2024-02-23T22:43:35Z[UTC],11.20,2124
2024-02-23T22:47:59Z[UTC],11.15,2028
2024-02-23T22:49:11Z[UTC],11.15,2100
2024-02-23T22:54:59Z[UTC],11.14,2448
2024-02-23T22:59:23Z[UTC],11.12,2712
2024-02-23T23:04:11Z[UTC],11.03,1824
2024-02-23T23:16:11Z[UTC],11.02,1956
2024-02-23T23:19:23Z[UTC],11.03,1812
2024-02-23T23:21:11Z[UTC],11.03,1920
2024-02-23T23:21:47Z[UTC],11.03,1956
2024-02-23T23:23:59Z[UTC],11.03,2088
2024-02-23T23:24:11Z[UTC],11.03,2100
2024-02-23T23:25:35Z[UTC],11.03,1836
2024-02-23T23:28:59Z[UTC],11.05,2040
2024-02-23T23:29:23Z[UTC],11.06,1800
2024-02-23T23:36:23Z[UTC],11.12,1932
2024-02-23T23:43:11Z[UTC],11.16,2340
2024-02-23T23:45:47Z[UTC],11.17,2496
2024-02-23T23:49:35Z[UTC],11.27,1812
2024-02-23T23:53:59Z[UTC],11.31,1800
2024-02-23T23:54:35Z[UTC],11.31,1824
2024-02-24T00:03:59Z[UTC],11.34,2076
2024-02-24T00:05:59Z[UTC],11.34,2196
2024-02-24T00:08:47Z[UTC],11.33,1944
2024-02-24T00:09:23Z[UTC],11.33,1980
2024-02-24T00:09:35Z[UTC],11.33,1992
2024-02-24T00:09:59Z[UTC],11.33,2016
2024-02-24T00:10:35Z[UTC],11.34,2052
