blockNum,blockTime,transactionHash,transactionIndex,address,data,topic1,topic2,topic3,topic4,topic5
19290879,2024-02-23T14:27:11Z[UTC],0xa33ed8fc625774b0155493e6c4abc3318eedc095eefe16287d9bdc6c683f9047,94,0x50ce56a3239671ab62f185704caedf626352741e,8069832 ,priceUpdate,cUNI,
19290882,2024-02-23T14:27:47Z[UTC],0x7d229a8764cdad58eba039fd2b3e915cfb977c1c6c7906a92f312e526976e1b7,39,0x50ce56a3239671ab62f185704caedf626352741e,1983395817 ,priceUpdate,0xec76ec3a7e5f010a9229e69fa1945af6f0c6cc5b0a625bf03bd6381222192020,
19290883,2024-02-23T14:27:59Z[UTC],0x22644547b6f4564086be40b9f5eb9889d880253463e33c77ec98130fa0e96b91,30,0x50ce56a3239671ab62f185704caedf626352741e,1320570 ,priceUpdate,0xbbf304add43db0a05d104474683215530b076be1dfdf72a4d53a1e443d8e4c21,
19290884,2024-02-23T14:28:11Z[UTC],0xd1cab4aa55b45db893e47bef8ef715b551cc414011ee07d08de8b621c48c9265,66,0x50ce56a3239671ab62f185704caedf626352741e,8235910 ,priceUpdate,cUNI,
19290886,2024-02-23T14:28:35Z[UTC],0x0c70effa078f779bcfa5c9d9086950987386eaa8cd1f698fbed89adb6772af76,157,0x50ce56a3239671ab62f185704caedf626352741e,8340000 ,priceUpdate,cUNI,
19290889,2024-02-23T14:29:11Z[UTC],0xba0f7e4a1a38475989a1e325073c7099608722fb3d6edb24958a6467a8e17a50,31,0x50ce56a3239671ab62f185704caedf626352741e,8617324 7319215 ,priceGuarded,cUNI,
19290891,2024-02-23T14:29:35Z[UTC],0xdf346a4f963cc49a63131c18b81e599373f67301d71a8ee13e05111ea6afbfed,50,0x50ce56a3239671ab62f185704caedf626352741e,90766873 ,priceUpdate,0xde46fbfa339d54cd65b79d8320a7a53c78177565c2aaf4c8b13eed7865e7cfc8,
19290892,2024-02-23T14:29:47Z[UTC],0x182202f51cb4fc68e6efb62a3ef5ba38652dcad523e174334c124877d5b85106,148,0x50ce56a3239671ab62f185704caedf626352741e,8960850 7352224 ,priceGuarded,cUNI,
19290893,2024-02-23T14:29:59Z[UTC],0x405f9e3abb447ce6ac59f8e06d5590b036f54751a81c91013a96490fe69e6ccf,71,0x50ce56a3239671ab62f185704caedf626352741e,1341999 ,priceUpdate,0xbbf304add43db0a05d104474683215530b076be1dfdf72a4d53a1e443d8e4c21,
19290896,2024-02-23T14:30:35Z[UTC],0x8038e2dacd068537f0c9e9a060fd1a55d4a6fc55fb9ab2cb2c7356c52373f5a0,24,0x50ce56a3239671ab62f185704caedf626352741e,9167836 7397947 ,priceGuarded,cUNI,
19290898,2024-02-23T14:30:59Z[UTC],0xfaf994b2912e83ffe99dd85658f8c44ee2fd0405f805ec9481a167cfb03d6e56,41,0x50ce56a3239671ab62f185704caedf626352741e,1356512 ,priceUpdate,0xbbf304add43db0a05d104474683215530b076be1dfdf72a4d53a1e443d8e4c21,
19290899,2024-02-23T14:31:11Z[UTC],0xbe8e9da770b847bd4b4651d3f8068cdac959308648cbb073180d940069057d7c,142,0x50ce56a3239671ab62f185704caedf626352741e,60301310 ,priceUpdate,0xb6dbcaeee318e11fe1e87d4af04bdd7b4d6a3f13307225dc7ee72f7c085ab454,
19290899,2024-02-23T14:31:11Z[UTC],0x2d40247400e874b7948bb7407496dc5a50973ab256e71174ae0aea557cc8dc1c,144,0x50ce56a3239671ab62f185704caedf626352741e,9273831 7435771 ,priceGuarded,cUNI,
19290901,2024-02-23T14:31:35Z[UTC],0xcabf14d8a87682af88552f0a9688f15489a54e555561cf995b1d56490236d333,121,0x50ce56a3239671ab62f185704caedf626352741e,8894508 7458111 ,priceGuarded,cUNI,
19290911,2024-02-23T14:33:35Z[UTC],0x31a10342c0ddfbf2837ace26296e6fa8a02524ec58539ea80ecf081ecdb4e278,46,0x50ce56a3239671ab62f185704caedf626352741e,9015368 7569306 ,priceGuarded,cUNI,
19290913,2024-02-23T14:33:59Z[UTC],0xcbebab555531a5555a649255f1bc96a43b79ff2a1a1544d96204f3b3fa10b19b,73,0x50ce56a3239671ab62f185704caedf626352741e,1375300 ,priceUpdate,0xbbf304add43db0a05d104474683215530b076be1dfdf72a4d53a1e443d8e4c21,
19290915,2024-02-23T14:34:23Z[UTC],0xc83a1cb9007a907a32879409079153acfcb3df3825fa59352809f110ce5ac8dd,219,0x50ce56a3239671ab62f185704caedf626352741e,9287322 7620950 ,priceGuarded,cUNI,
19290916,2024-02-23T14:34:35Z[UTC],0x2063c4cec74dccdc974ab2a8a3464b266c8b45780838573f8af1a3b0fa7b8e87,27,0x50ce56a3239671ab62f185704caedf626352741e,9474361 7634679 ,priceGuarded,cUNI,
19290919,2024-02-23T14:35:11Z[UTC],0xd81c9cfaca52372672bbb652036948c6d0dbcf8f864bc0b8eb33b41b8fcb2278,112,0x50ce56a3239671ab62f185704caedf626352741e,92263500 ,priceUpdate,0xde46fbfa339d54cd65b79d8320a7a53c78177565c2aaf4c8b13eed7865e7cfc8,
19290919,2024-02-23T14:35:11Z[UTC],0x07aa48864c789ea7803ca51a6b9f15e88e6bfb8c58590580580da077464cbed2,138,0x50ce56a3239671ab62f185704caedf626352741e,9713000 7678319 ,priceGuarded,cUNI,
19290921,2024-02-23T14:35:35Z[UTC],0xd51a65bf7c877ebcadf9b551904da2e58cc0636c13820a2f0664be41c4719a72,99,0x50ce56a3239671ab62f185704caedf626352741e,10158692 7711405 ,priceGuarded,cUNI,
19290923,2024-02-23T14:35:59Z[UTC],0xcb2e38b317eeec46d718b7db3f8825f96e68ae8c1500d861aa2f28efb58f7b24,45,0x50ce56a3239671ab62f185704caedf626352741e,1417594 ,priceUpdate,0xbbf304add43db0a05d104474683215530b076be1dfdf72a4d53a1e443d8e4c21,
19290923,2024-02-23T14:35:59Z[UTC],0x382526bbc34cf793cc2ff4eea413846481a10a155d37fd8e5289707d46aa57b8,86,0x50ce56a3239671ab62f185704caedf626352741e,351614 ,priceUpdate,0xb8612e326dd19fc983e73ae3bc23fa1c78a3e01478574fa7ceb5b57e589dcebd,
19290924,2024-02-23T14:36:11Z[UTC],0xfabb3a21fa72b7590550cfe16ad0218949b9d04d791d4864e952598ce075d648,153,0x50ce56a3239671ab62f185704caedf626352741e,9864067 7760138 ,priceGuarded,cUNI,
19290926,2024-02-23T14:36:35Z[UTC],0xa7fd56464d1de57cae449a740886900e55a6bd066e1050fdae056c536eb9cc74,54,0x50ce56a3239671ab62f185704caedf626352741e,9994048 7794356 ,priceGuarded,cUNI,
19290926,2024-02-23T14:36:35Z[UTC],0x09ec501e39937a8442ae002863c109832618c6e1ef52d23cdaa00287d27dcbd7,86,0x50ce56a3239671ab62f185704caedf626352741e,7474607360 ,priceUpdate,0xec34391362c28ee226b3b8624a699ee507a40fa771fd01d38b03ac7b70998bbe,
19290926,2024-02-23T14:36:35Z[UTC],0x8d3aee55ef4b28d41d7ac76b75b529db6809f103945e29361456fefa95476ed5,111,0x50ce56a3239671ab62f185704caedf626352741e,60918000 ,priceUpdate,0xb6dbcaeee318e11fe1e87d4af04bdd7b4d6a3f13307225dc7ee72f7c085ab454,
19290928,2024-02-23T14:36:59Z[UTC],0x2ea7d2981cf9436327f123ff3bf563ee492e339e9a5fe93016702f5b679681f8,277,0x50ce56a3239671ab62f185704caedf626352741e,1436000 ,priceUpdate,0xbbf304add43db0a05d104474683215530b076be1dfdf72a4d53a1e443d8e4c21,
19290929,2024-02-23T14:37:11Z[UTC],0xa66571d22d7785627e1b06353ed225ad30bbcff23269e8d4e4b4d274d93b178a,123,0x50ce56a3239671ab62f185704caedf626352741e,9824306 7845182 ,priceGuarded,cUNI,
19290931,2024-02-23T14:37:35Z[UTC],0x7a93957ba086fff98cfba863d973f8ecfae597468155b25986adbef774f19aca,45,0x50ce56a3239671ab62f185704caedf626352741e,10156745 7880563 ,priceGuarded,cUNI,
19290931,2024-02-23T14:37:35Z[UTC],0xe5f3130d2d1f18a9eecedad841ea7f0a251df25e992eaa50a47db763d021f0c6,65,0x50ce56a3239671ab62f185704caedf626352741e,1410124 ,priceUpdate,0xbbf304add43db0a05d104474683215530b076be1dfdf72a4d53a1e443d8e4c21,
19290933,2024-02-23T14:37:59Z[UTC],0x7f6d1026114f62c3a60d82eb9aff6b2b50cb6d413ce4947d0671b77ddb831c59,43,0x50ce56a3239671ab62f185704caedf626352741e,1427200 ,priceUpdate,0xbbf304add43db0a05d104474683215530b076be1dfdf72a4d53a1e443d8e4c21,
19290934,2024-02-23T14:38:11Z[UTC],0xf133227f6fd40a8b454c9a26af0441ffb6e779eb48473a921dbf41365aec7c44,23,0x50ce56a3239671ab62f185704caedf626352741e,10287417 7933538 ,priceGuarded,cUNI,
19290935,2024-02-23T14:38:23Z[UTC],0xe79b4dfe49b00acd30fbced62bdc9d68e358742a49e6ff964029508de00cb8a6,18,0x50ce56a3239671ab62f185704caedf626352741e,2940380000 ,priceUpdate,0xaaaebeba3810b1e6b70781f14b2d72c1cb89c0b2b320c43bb67ff79f562f5ff4,
19290939,2024-02-23T14:39:11Z[UTC],0x079814ba8242cbb3956bedebe004108be6c80561363c9312c320a21065d619cb,120,0x50ce56a3239671ab62f185704caedf626352741e,10500752 8029309 ,priceGuarded,cUNI,
19290940,2024-02-23T14:39:23Z[UTC],0x1f6dafa86be1a9b425baaffa282fc1a5ae3995619b89e39ac669fb30c77d17ff,193,0x50ce56a3239671ab62f185704caedf626352741e,93450000 ,priceUpdate,0xde46fbfa339d54cd65b79d8320a7a53c78177565c2aaf4c8b13eed7865e7cfc8,
19290941,2024-02-23T14:39:35Z[UTC],0x2e001709e70a25a30d9da9bc2841d3543961bbac4d1bcbeecb3ee47d8199283b,62,0x50ce56a3239671ab62f185704caedf626352741e,247860 ,priceUpdate,0x3ec6762bdf44eb044276fec7d12c1bb640cb139cfd533f93eeebba5414f5db55,
19290941,2024-02-23T14:39:35Z[UTC],0x0b7e53139beac92bea48646ca019e8556b7f2729bb384e42a8752933765661d4,97,0x50ce56a3239671ab62f185704caedf626352741e,1453586 ,priceUpdate,0xbbf304add43db0a05d104474683215530b076be1dfdf72a4d53a1e443d8e4c21,
19290946,2024-02-23T14:40:35Z[UTC],0x9913e854974bdedb334a0de180b6d31835c2d8e07b8731311248bde78d320817,60,0x50ce56a3239671ab62f185704caedf626352741e,1436070 ,priceUpdate,0xbbf304add43db0a05d104474683215530b076be1dfdf72a4d53a1e443d8e4c21,
19290946,2024-02-23T14:40:35Z[UTC],0xe5130c7708191cfcfa00b9014451dbb3f0759924813dea5424cb491811f4b15a,96,0x50ce56a3239671ab62f185704caedf626352741e,10266613 8166150 ,priceGuarded,cUNI,
19290954,2024-02-23T14:42:11Z[UTC],0xba7f8a891254492877618e5174b6b34d392d7caa84fddefe448bef10aaa21ba5,69,0x50ce56a3239671ab62f185704caedf626352741e,61547000 ,priceUpdate,0xb6dbcaeee318e11fe1e87d4af04bdd7b4d6a3f13307225dc7ee72f7c085ab454,
19290956,2024-02-23T14:42:35Z[UTC],0xa1b7d6c56b16a86637a028272e7c8f96595901c7813ec3819aaefa684b7a8c93,94,0x50ce56a3239671ab62f185704caedf626352741e,1465300 ,priceUpdate,0xbbf304add43db0a05d104474683215530b076be1dfdf72a4d53a1e443d8e4c21,
19290956,2024-02-23T14:42:35Z[UTC],0x7e28ad4cb686f1d878579f896f79376619a749b989ca654a6eadcbf31ab52278,95,0x50ce56a3239671ab62f185704caedf626352741e,10467075 8364499 ,priceGuarded,cUNI,
19290959,2024-02-23T14:43:11Z[UTC],0xd5ce5af5c046a596bbc9f6b6400a1640671d2679b0a679a3ae463645a1562e2f,74,0x50ce56a3239671ab62f185704caedf626352741e,94411710 ,priceUpdate,0xde46fbfa339d54cd65b79d8320a7a53c78177565c2aaf4c8b13eed7865e7cfc8,
19290963,2024-02-23T14:43:59Z[UTC],0x587857612e84564e29c510268ab5af1533cf9be2b217ab910ed6c755860e383e,196,0x50ce56a3239671ab62f185704caedf626352741e,62325768 ,priceUpdate,0xb6dbcaeee318e11fe1e87d4af04bdd7b4d6a3f13307225dc7ee72f7c085ab454,
19290964,2024-02-23T14:44:11Z[UTC],0x95b0dfdf49a8d12ae57a0b865c70ee8f685304946242f9d7c66082641c709381,125,0x50ce56a3239671ab62f185704caedf626352741e,10274830 8529199 ,priceGuarded,cUNI,
19290966,2024-02-23T14:44:35Z[UTC],0x1f1ccfe056b0c6bc0c4e96822529b1fecfb2d1b27483be47fd175c2dd75c2d7b,72,0x50ce56a3239671ab62f185704caedf626352741e,62998000 ,priceUpdate,0xb6dbcaeee318e11fe1e87d4af04bdd7b4d6a3f13307225dc7ee72f7c085ab454,
19290973,2024-02-23T14:45:59Z[UTC],0x7719219c994b62dbb6bc3b9227e6fc8ba8b30049bc51584eba870ddbd46cea3c,79,0x50ce56a3239671ab62f185704caedf626352741e,1445309 ,priceUpdate,0xbbf304add43db0a05d104474683215530b076be1dfdf72a4d53a1e443d8e4c21,
19290974,2024-02-23T14:46:11Z[UTC],0x992926741b3708b73c35c2f961c5143865b2109abc1be2c1833e625402e0a893,88,0x50ce56a3239671ab62f185704caedf626352741e,62216242 ,priceUpdate,0xb6dbcaeee318e11fe1e87d4af04bdd7b4d6a3f13307225dc7ee72f7c085ab454,
19290976,2024-02-23T14:46:35Z[UTC],0x95fa5c0fd63082444f34bb4dd4cd79be42ae3b23d5e664759f423547d75e0bb1,76,0x50ce56a3239671ab62f185704caedf626352741e,17802720 ,priceUpdate,0x921a3539bcb764c889432630877414523e7fbca00c211bc787aeae69e2e3a779,
19290976,2024-02-23T14:46:35Z[UTC],0x54a2727105625a0c5aeddc81f36ed52362d937c0dff7920826f2e5e136bd0b73,79,0x50ce56a3239671ab62f185704caedf626352741e,1409900 ,priceUpdate,0xbbf304add43db0a05d104474683215530b076be1dfdf72a4d53a1e443d8e4c21,
19290978,2024-02-23T14:46:59Z[UTC],0x7e799f919bb419bbb8949338f843fb7e8d6792a1d8ae3d50aee394084d2c4554,75,0x50ce56a3239671ab62f185704caedf626352741e,1425273 ,priceUpdate,0xbbf304add43db0a05d104474683215530b076be1dfdf72a4d53a1e443d8e4c21,
19290984,2024-02-23T14:48:11Z[UTC],0xb1bdd5acda2154c52b0582f04303edd7bace092451e775b968b701c5cbc9d8f2,0,0x50ce56a3239671ab62f185704caedf626352741e,10378954 ,priceUpdate,cUNI,
19290986,2024-02-23T14:48:35Z[UTC],0x2055cb5b03fb0e371fd5237bb39fdcc0be1957e5877cb6d18c895ca7e57a9d18,67,0x50ce56a3239671ab62f185704caedf626352741e,10210978 ,priceUpdate,cUNI,
19290989,2024-02-23T14:49:11Z[UTC],0x36549474d89cdbeabfdfc6d0fc0d13a1da5bffa8973403d905b8bb09490af544,142,0x50ce56a3239671ab62f185704caedf626352741e,10381361 ,priceUpdate,cUNI,
19290991,2024-02-23T14:49:35Z[UTC],0xc083ed5abc6912711b8b524a8dcde63910be2f7a646a074026bb62422f162523,38,0x50ce56a3239671ab62f185704caedf626352741e,10597855 ,priceUpdate,cUNI,
19290994,2024-02-23T14:50:11Z[UTC],0x515728ba36e6742b6f33c8eb31de76856d8d64133dc17dcb95cd1bd069b03257,55,0x50ce56a3239671ab62f185704caedf626352741e,1454435 ,priceUpdate,0xbbf304add43db0a05d104474683215530b076be1dfdf72a4d53a1e443d8e4c21,
19290994,2024-02-23T14:50:11Z[UTC],0x8a222bf31daed65a075c2899fefaea708f32c40817b0132d649c20e327ee2c79,88,0x50ce56a3239671ab62f185704caedf626352741e,10730290 ,priceUpdate,cUNI,
19290996,2024-02-23T14:50:35Z[UTC],0xca75f684f318b528896ccd41dc085e239943214f98dff4a3551ef92c4b1cb08a,128,0x50ce56a3239671ab62f185704caedf626352741e,1469670 ,priceUpdate,0xbbf304add43db0a05d104474683215530b076be1dfdf72a4d53a1e443d8e4c21,
19291000,2024-02-23T14:51:23Z[UTC],0x516728d0cab535183285b286cf315fe0cffd24aab79f58a33a45264e43b3dc0a,129,0x50ce56a3239671ab62f185704caedf626352741e,62845274 ,priceUpdate,0xb6dbcaeee318e11fe1e87d4af04bdd7b4d6a3f13307225dc7ee72f7c085ab454,
19291000,2024-02-23T14:51:23Z[UTC],0x4716c27a9a10eee439418d1af35579d7c861c35dd08cb9abc29fdaa0becd47cf,134,0x50ce56a3239671ab62f185704caedf626352741e,355141 ,priceUpdate,0xb8612e326dd19fc983e73ae3bc23fa1c78a3e01478574fa7ceb5b57e589dcebd,
19291006,2024-02-23T14:52:35Z[UTC],0x86cbf444f1aa2bfb07aac8ebfd70eecf1868e92368b6b397111219aec2c1725c,67,0x50ce56a3239671ab62f185704caedf626352741e,1497280 ,priceUpdate,0xbbf304add43db0a05d104474683215530b076be1dfdf72a4d53a1e443d8e4c21,
